date,t2m_mean,t2m_max,t2m_min,t2m_range,qv2m_mean,qv2m_max,u10m_mean,v10m_mean,wind_speed_mean,wind_speed_max,wind_speed_min,calm_hours,daily_aqi,dominant_pollutant,wind_dir_sin,wind_dir_cos,doy_sin,doy_cos,is_weekend,t2m_mean_lag1,t2m_mean_lag2,t2m_mean_lag3,t2m_mean_roll3,t2m_max_lag1,t2m_max_lag2,t2m_max_lag3,t2m_max_roll3,qv2m_mean_lag1,qv2m_mean_lag2,qv2m_mean_lag3,qv2m_mean_roll3,wind_speed_mean_lag1,wind_speed_mean_lag2,wind_speed_mean_lag3,wind_speed_mean_roll3,calm_hours_lag1,calm_hours_lag2,calm_hours_lag3,calm_hours_roll3
2016-01-04,11.15665,14.856079,8.998993,5.857086,6.437552,7.229472,-3.3365166,0.7261958,3.8423586,5.2337356,1.0652488,4,68.0,PM2.5,0.9771236998765785,-0.21267175444686104,0.06875540848113941,0.9976335468520451,0,10.133282,9.579383,7.8027077,10.289771666666667,14.810822,15.884277,14.086761,15.183726,5.310264,3.4426677,2.9300613,5.063494566666667,3.3131068,2.9982822,4.3269496,3.384582533333333,4.0,2.0,4.0,3.3333333333333335
2016-01-05,11.257178,13.0842285,10.060364,3.0238647,7.8119483,8.766274,0.44897154,3.4151528,4.4379463,9.754294,1.0116752,9,58.0,PM2.5,-0.13034328696114333,-0.991468924144456,0.08590610426133272,0.9963032375991965,0,11.15665,10.133282,9.579383,10.849036666666668,14.856079,14.810822,15.884277,14.2503765,6.437552,5.310264,3.4426677,6.519921433333334,3.8423586,3.3131068,2.9982822,3.8644705666666663,4.0,4.0,2.0,5.666666666666667
2016-01-06,9.204604,11.935822,7.217926,4.7178955,6.876637,8.120941,4.3902793,1.7261549,5.373285,9.036048,2.8830616,0,66.0,PM2.5,-0.9306502183788892,-0.36591005866377324,0.10303137904317879,0.9946781061893646,0,11.257178,11.15665,10.133282,10.539477333333332,13.0842285,14.856079,14.810822,13.292043166666666,7.8119483,6.437552,5.310264,7.042045766666667,4.4379463,3.8423586,3.3131068,4.551196633333333,9.0,4.0,4.0,4.333333333333333
2016-01-07,9.084325,10.674194,7.5290833,3.145111,6.3643055,7.234623,4.5135384,1.2063265,5.113807,6.947113,4.0856385,0,62.0,PM2.5,-0.9660900590512767,-0.25820534038299964,0.1201261651823505,0.9927586335250793,0,9.204604,11.257178,11.15665,9.848702333333334,11.935822,13.0842285,14.856079,11.898081499999998,6.876637,7.8119483,6.437552,7.017630266666667,5.373285,4.4379463,3.8423586,4.975012766666667,0.0,9.0,4.0,3.0
2016-01-08,7.964045,13.524963,5.2292175,8.295746,5.172918,5.8081427,2.4314566,-2.4586213,3.6800652,4.7378135,2.653392,0,64.0,PM2.5,-0.7031676409586751,0.7110240985428072,0.13718540405660057,0.9905453876091833,0,9.084325,9.204604,11.257178,8.750991333333333,10.674194,11.935822,13.0842285,12.044993,6.3643055,6.876637,7.8119483,6.137953499999999,5.113807,5.373285,4.4379463,4.722385733333334,0.0,0.0,9.0,0.0
2016-01-09,8.787511,13.11673,6.0830383,7.0336914,5.4078946,6.1049714,0.09397545,0.70277566,1.7242743,2.9737158,0.40973923,15,78.0,PM2.5,-0.13254079639417232,-0.9911775508410179,0.1542040475626894,0.988039023376751,1,7.964045,9.084325,9.204604,8.611960333333334,13.524963,10.674194,11.935822,12.438629,5.172918,6.3643055,6.876637,5.6483727,3.6800652,5.113807,5.373285,3.5060488333333333,0.0,0.0,0.0,5.0
2016-01-10,10.029067,14.094635,7.8797913,6.2148438,6.4806304,6.6629033,-0.5343991,0.60569113,1.7538795,2.196741,1.0773948,21,78.0,PM2.5,0.6615977445420302,-0.7498589363452959,0.17117705961019986,0.985240282501282,1,8.787511,7.964045,9.084325,8.926874333333332,13.11673,13.524963,10.674194,13.578776,5.4078946,5.172918,6.3643055,5.687147666666667,1.7242743,3.6800652,5.113807,2.386073,15.0,0.0,0.0,12.0
2016-01-11,10.022061,15.511444,6.9898376,8.521606,5.7127433,6.6695185,-0.78493905,-1.7955738,2.1918535,3.4723415,1.219641,9,76.0,PM2.5,0.40055134116429997,0.916274316507606,0.18809941761179758,0.9821499931752291,0,10.029067,8.787511,7.964045,9.612879666666666,14.094635,13.11673,13.524963,14.240936333333332,6.4806304,5.4078946,5.172918,5.867089433333334,1.7538795,1.7242743,3.6800652,1.8900024333333334,21.0,15.0,0.0,15.0
2016-01-12,9.997608,17.626892,5.1457825,12.48111,4.039408,5.493941,-1.4724158,-2.2035859,3.0700514,4.877523,1.1212668,6,65.0,PM2.5,0.5555771987036413,0.8314649579390672,0.20496611396949532,0.9787690698649216,0,10.022061,10.029067,8.787511,10.016245333333332,15.511444,14.094635,13.11673,15.744323666666668,5.7127433,6.4806304,5.4078946,5.410927233333333,2.1918535,1.7538795,1.7242743,2.3385948,9.0,21.0,15.0,12.0
2016-01-13,11.335704,16.35382,8.853516,7.500305,4.61752,7.194999,1.5305818,-0.86733335,2.2511508,5.3342285,1.1209112,15,75.0,PM2.5,-0.870021344820886,0.4930140561445049,0.22177215755648186,0.975098513039961,0,9.997608,10.022061,10.029067,10.451791,17.626892,15.511444,14.094635,16.497385333333337,4.039408,5.7127433,6.4806304,4.789890433333333,3.0700514,2.1918535,1.7538795,2.5043519,6.0,9.0,21.0,10.0
2016-01-14,10.413714,16.082855,6.679962,9.402893,6.6767116,7.8692865,1.3683834,-1.040814,2.2514503,4.0407753,0.8654622,13,78.0,PM2.5,-0.7959259327639986,0.6053940118251574,0.23851257519407648,0.9711394088771653,0,11.335704,9.997608,10.022061,10.582342,16.35382,17.626892,15.511444,16.687855666666668,4.61752,4.039408,5.7127433,5.111213200000001,2.2511508,3.0700514,2.1918535,2.5242175000000002,15.0,6.0,9.0,11.333333333333334
2016-01-15,10.382251,14.522919,8.1736145,6.349304,6.536549,7.233421,2.2681465,0.053261828,2.388199,3.6303828,1.2775695,9,74.0,PM2.5,-0.9997244004480229,-0.023476012200567966,0.2551824131233728,0.9668929289391521,0,10.413714,11.335704,9.997608,10.710556333333335,16.082855,16.35382,17.626892,15.653198000000001,6.6767116,4.61752,4.039408,5.943593533333332,2.2514503,2.2511508,3.0700514,2.2969333666666665,13.0,15.0,6.0,12.333333333333334
2016-01-16,10.955245,16.70221,8.168488,8.533722,6.6675363,7.904645,0.80502516,-0.60811317,1.7652811,4.513705,0.47273225,19,83.0,PM2.5,-0.7979284841814096,0.6027521332454644,0.2717767384711357,0.9623603298276545,1,10.382251,10.413714,11.335704,10.583736666666667,14.522919,16.082855,16.35382,15.769328000000002,6.536549,6.6767116,4.61752,6.6269323,2.388199,2.2514503,2.2511508,2.1349768,9.0,13.0,15.0,13.666666666666666
2016-01-17,12.363502,18.46231,8.796722,9.665588,7.547831,8.157125,-0.033045247,-0.79284936,1.9570369,3.0191987,0.347047,14,100.0,PM2.5,0.041642940968269045,0.9991325565046478,0.2882906407095177,0.9575429528116719,1,10.955245,10.382251,10.413714,11.233666,16.70221,14.522919,16.082855,16.56247966666667,6.6675363,6.536549,6.6767116,6.917305433333333,1.7652811,2.388199,2.2514503,2.036839,19.0,9.0,13.0,14.0
2016-01-18,12.505103,15.211304,9.68454,5.526764,7.513387,8.169834,1.7537421,0.19688495,1.8670725,4.8042064,0.33655754,15,75.0,PM2.5,-0.9937571753892868,-0.11156467345134967,0.3047192331091634,0.9524422234305676,0,12.363502,10.955245,10.382251,11.941283333333333,18.46231,16.70221,14.522919,16.791941333333334,7.547831,6.6675363,6.536549,7.2429181,1.9570369,1.7652811,2.388199,1.8631301666666669,14.0,19.0,9.0,16.0
2016-01-19,11.736473,15.111816,10.033569,5.078247,8.121505,8.67163,1.47962,-0.09145212,2.0802898,4.960406,0.51191115,14,69.0,PM2.5,-0.998095349918925,0.06169013268115647,0.321057654185271,0.9470596510722283,0,12.505103,12.363502,10.955245,12.201692666666668,15.211304,18.46231,16.70221,16.26181,7.513387,7.547831,6.6675363,7.727574333333334,1.8670725,1.9570369,1.7652811,1.9681330666666668,15.0,14.0,19.0,14.333333333333334
2016-01-20,12.934662,17.437683,11.007385,6.430298,8.419128,8.857597,0.94558936,0.381986,1.6210238,3.7914608,0.17716008,16,76.0,PM2.5,-0.9272032061601077,-0.3745586929793739,0.3373010691361842,0.9413968285264122,0,11.736473,12.505103,12.363502,12.392079333333333,15.111816,15.211304,18.46231,15.920267666666668,8.121505,7.513387,7.547831,8.018006666666667,2.0802898,1.8670725,1.9570369,1.8561287000000002,14.0,15.0,14.0,15.0
2016-01-21,12.594811,19.885315,8.760651,11.124664,6.0207634,7.760066,-2.0613992,-1.273388,3.4978955,6.061019,1.7828395,4,59.0,PM2.5,0.8507664242109537,0.525543995718063,0.3534446712740877,0.9354554315134164,0,12.934662,11.736473,12.505103,12.421982,17.437683,15.111816,15.211304,17.478271333333335,8.419128,8.121505,7.513387,7.520465466666667,1.6210238,2.0802898,1.8670725,2.3997363666666667,16.0,14.0,15.0,11.333333333333334
2016-01-22,12.960141,18.838867,9.559448,9.279419,5.40439,6.6060467,-1.5791756,0.6424219,2.2618454,3.036634,1.2061119,6,71.0,PM2.5,0.9262861403472535,-0.3768208940605444,0.3694836834473831,0.9292372181882051,0,12.594811,12.934662,11.736473,12.829871333333335,19.885315,17.437683,15.111816,18.720621666666666,6.0207634,8.419128,8.121505,6.614760466666667,3.4978955,1.6210238,2.0802898,2.4602549000000002,4.0,16.0,14.0,8.666666666666666
2016-01-23,12.800986,14.699463,11.040649,3.6588135,6.8170867,8.060146,1.8859643,-0.2000824,1.9472733,4.6320705,0.381058,17,70.0,PM2.5,-0.9944194768310762,0.10549836064607139,0.38541335945432564,0.9227440286201427,1,12.960141,12.594811,12.934662,12.785312666666668,18.838867,19.885315,17.437683,17.807881666666667,5.40439,6.0207634,8.419128,6.0807467,2.2618454,3.4978955,1.6210238,2.5690047333333332,6.0,4.0,16.0,9.0
2016-01-24,10.33158,15.950897,6.8068237,9.1440735,5.9810452,7.6631603,1.704946,-2.6911438,3.6457927,4.6302924,0.81216586,3,67.0,PM2.5,-0.535176323090203,0.8447403762125086,0.4012289854475009,0.9159777842484877,1,12.800986,12.960141,12.594811,12.030902333333335,14.699463,18.838867,19.885315,16.496409,6.8170867,5.40439,6.0207634,6.0675073,1.9472733,2.2618454,3.4978955,2.6183038,17.0,6.0,4.0,8.666666666666666
2016-01-25,11.269784,18.079254,7.509674,10.56958,5.4649887,6.0745454,-0.27292868,-2.8180187,3.5130832,5.3897176,1.3984224,2,65.0,PM2.5,0.09640019503512219,0.9953426557709614,0.4169258813287287,0.908940487313808,0,10.33158,12.800986,12.960141,11.46745,15.950897,14.699463,18.838867,16.243204666666667,5.9810452,6.8170867,5.40439,6.087706866666667,3.6457927,1.9472733,2.2618454,3.035383066666667,3.0,17.0,6.0,7.333333333333333
2016-01-26,11.737484,18.77127,7.3898926,11.381378,4.374801,5.9386883,-2.028973,-2.6686318,3.648845,5.6586776,1.3903546,2,69.0,PM2.5,0.6052369563163756,0.7960453672429038,0.4324994021339788,0.901634220265486,0,11.269784,10.33158,12.800986,11.112949333333333,18.079254,15.950897,14.699463,17.60047366666667,5.4649887,5.9810452,6.8170867,5.273611633333333,3.5130832,3.6457927,1.9472733,3.6025736333333334,2.0,3.0,17.0,2.3333333333333335
2016-01-27,12.071403,18.086548,8.591919,9.494629,4.4517064,5.760526,-1.6066579,-1.7466758,2.64688,3.8184063,0.32273442,6,62.0,NO2,0.676991715646233,0.7359906364529172,0.44794493940789115,0.8940611451454876,0,11.737484,11.269784,10.33158,11.692890333333333,18.77127,18.079254,15.950897,18.312357333333335,4.374801,5.4649887,5.9810452,4.763832033333333,3.648845,3.5130832,3.6457927,3.269602733333333,2.0,2.0,3.0,3.3333333333333335
2016-01-28,13.608764,20.360352,9.233612,11.1267395,4.778003,5.6316156,-0.26705432,-1.4693946,1.8859339,2.4998026,0.8255314,14,75.0,PM2.5,0.17881521433000672,0.9838826754873335,0.4632579225674917,0.88622350294858,0,12.071403,11.737484,11.269784,12.472550333333333,18.086548,18.77127,18.079254,19.072723333333332,4.4517064,4.374801,5.4649887,4.5348368,2.64688,3.648845,3.5130832,2.7272196333333327,6.0,2.0,2.0,7.333333333333333
2016-01-29,14.020469,20.10321,10.276337,9.826874,6.5087447,7.8105607,1.6811587,-1.7936815,2.6225045,4.622755,1.2931945,6,76.0,PM2.5,-0.6838508512944219,0.7296218288839051,0.4784338202547012,0.8781236129591848,0,13.608764,12.071403,11.737484,13.233545333333334,20.360352,18.086548,18.77127,19.516703333333336,4.778003,4.4517064,4.374801,5.246151366666667,1.8859339,2.64688,3.648845,2.385106133333333,14.0,6.0,2.0,8.666666666666666
2016-01-30,12.92159,17.313599,9.607422,7.7061768,8.251658,8.666187,2.386228,-0.13908738,2.5591006,6.7174354,0.6569688,15,70.0,PM2.5,-0.9983055728801654,0.058189201372804984,0.49346814167723735,0.8697638720650646,1,14.020469,13.608764,12.071403,13.516941000000001,20.10321,20.360352,18.086548,19.25905366666667,6.5087447,4.778003,4.4517064,6.5128018999999995,2.6225045,1.8859339,2.64688,2.355846333333333,6.0,14.0,6.0,11.666666666666666
2016-01-31,11.62202,14.561157,10.57782,3.9833374,8.1706,8.732346,3.860258,4.014355,6.216463,13.669972,2.8069623,0,40.0,Ozone,-0.6931369311055031,-0.7208059341720523,0.5083564379375122,0.8611467540480452,1,12.92159,14.020469,13.608764,12.854693,17.313599,20.10321,20.360352,17.325988666666667,8.251658,6.5087447,4.778003,7.643667566666667,2.5591006,2.6225045,1.8859339,3.7993560333333334,15.0,6.0,14.0,7.0
2016-02-01,7.3820777,10.734802,4.626465,6.1083374,4.299001,5.817468,7.5211983,-4.559938,9.253999,10.331174,7.601485,0,47.0,NO2,-0.8551155265307229,0.518437495061926,0.5230943033491326,0.8522748088519838,0,11.62202,12.92159,14.020469,10.6418959,14.561157,17.313599,20.10321,14.203186000000002,8.1706,8.251658,6.5087447,6.907086333333333,6.216463,2.5591006,2.6225045,6.0098541999999995,0.0,15.0,6.0,5.0
2016-02-02,6.9566283,13.58313,2.943634,10.639496,3.466346,4.19308,1.4480845,-3.177516,4.2257547,6.6800013,1.4420406,2,54.0,PM2.5,-0.41469483083763176,0.9099605470989102,0.5376773767406141,0.8431506618282,0,7.3820777,11.62202,12.92159,8.653575333333334,10.734802,14.561157,17.313599,12.959696333333335,4.299001,8.1706,8.251658,5.311982333333334,9.253999,6.216463,2.5591006,6.565405566666667,0.0,0.0,15.0,0.6666666666666666
2016-02-03,8.161884,14.605499,3.9301453,10.675354,3.9624302,5.1443906,-1.1686649,-1.4334878,2.8060875,4.6897593,0.6002174,6,57.0,PM2.5,0.6318801335878578,0.7750661241319937,0.5521013427459208,0.8337770129585915,0,6.9566283,7.3820777,11.62202,7.5001966666666675,13.58313,10.734802,14.561157,12.974477,3.466346,4.299001,8.1706,3.909259066666667,4.2257547,9.253999,6.216463,5.428613733333333,2.0,0.0,0.0,2.6666666666666665
2016-02-04,9.982365,16.950317,5.424103,11.526215,3.7576065,4.4203,-1.1972712,-1.8899198,2.5516484,4.253828,1.0947267,7,63.0,PM2.5,0.5351547974051559,0.8447540131980709,0.5663619330814524,0.8241566360566663,0,8.161884,6.9566283,7.3820777,8.3669591,14.605499,13.58313,10.734802,15.046315333333334,3.9624302,3.466346,4.299001,3.7287942333333333,2.8060875,4.2257547,9.253999,3.194496866666667,6.0,2.0,0.0,5.0
2016-02-05,11.58393,19.568329,7.0193176,12.549011,4.1496644,5.046758,-2.6950653,-2.9917068,4.3160133,6.381402,2.326734,0,66.0,NO2,0.6693116262842363,0.7429817944746363,0.580454927809098,0.8142923779467267,0,9.982365,8.161884,6.9566283,9.909393000000001,16.950317,14.605499,13.58313,17.041381666666666,3.7576065,3.9624302,3.466346,3.9565670333333336,2.5516484,2.8060875,4.2257547,3.2245830666666664,7.0,6.0,2.0,4.333333333333333
2016-02-06,13.007953,20.848846,8.320404,12.528442,4.3886023,4.8720593,-2.6123836,-2.4202676,3.6365592,4.9469585,1.5814451,3,60.0,PM2.5,0.7335655081184856,0.6796187499612323,0.5943761565849831,0.804187157621448,1,11.58393,9.982365,8.161884,11.524749333333334,19.568329,16.950317,14.605499,19.12249733333333,4.1496644,3.7576065,3.9624302,4.098624399999999,4.3160133,2.5516484,2.8060875,3.5014069666666665,0.0,7.0,6.0,3.3333333333333335
2016-02-07,14.576238,23.060364,10.088074,12.97229,4.7109485,5.741613,-3.04832,-2.7318509,4.241422,5.6228266,1.1259117,2,69.0,PM2.5,0.7447060842284644,0.6673925742118406,0.6081214998935418,0.7938439653781019,1,13.007953,11.58393,9.982365,13.056040333333334,20.848846,19.568329,16.950317,21.159179666666667,4.3886023,4.1496644,3.7576065,4.416405066666666,3.6365592,4.3160133,2.5516484,4.0646648333333335,3.0,0.0,7.0,1.6666666666666667
2016-02-08,16.533953,24.206024,12.742065,11.463959,4.857181,5.4948535,-3.9741707,-2.994934,5.0476303,7.7392616,2.4405458,0,87.0,NO2,0.7986179686064738,0.6018383007244298,0.6216868902665479,0.7832658619336791,0,14.576238,13.007953,11.58393,14.706048000000001,23.060364,20.848846,19.568329,22.705078,4.7109485,4.3886023,4.1496644,4.652243933333334,4.241422,3.6365592,4.3160133,4.3085371666666665,2.0,3.0,0.0,1.6666666666666667
2016-02-09,17.24634,25.815765,12.645538,13.170227,5.007435,5.6670346,-2.391134,-2.4706967,3.4721744,6.271904,1.1799401,7,62.0,NO2,0.6954420079285881,0.7185822246676115,0.6350683134867438,0.7724559775191742,0,16.533953,14.576238,13.007953,16.118843666666667,24.206024,23.060364,20.848846,24.36071766666667,4.857181,4.7109485,4.3886023,4.8585215,5.0476303,4.241422,3.6365592,4.253742233333333,0.0,2.0,3.0,3.0
2016-02-10,17.676641,25.341797,12.921539,12.420258,5.1129513,6.5604577,-1.2373046,-1.7538352,2.4575436,4.40025,0.12822811,8,72.0,PM2.5,0.5764664871037491,0.8171207923228138,0.6482618097757122,0.7614175109532997,0,17.24634,16.533953,14.576238,17.152311333333333,25.815765,24.206024,23.060364,25.121195333333333,5.007435,4.857181,4.7109485,4.992522433333334,3.4721744,5.0476303,4.241422,3.6591161,7.0,0.0,2.0,5.0
2016-02-11,17.784227,25.751282,12.373077,13.378204,5.0857215,6.5079117,-1.4365463,-1.1182114,2.4351156,4.1692386,1.1016966,8,86.0,PM2.5,0.7891131922763407,0.614247808116108,0.6612634749656386,0.7501537286959042,0,17.676641,17.24634,16.533953,17.569069333333335,25.341797,25.815765,24.206024,25.636281333333333,5.1129513,5.007435,4.857181,5.068702599999999,2.4575436,3.4721744,5.0476303,2.7882778666666668,8.0,7.0,0.0,7.666666666666667
2016-02-12,18.05662,24.947632,12.912079,12.035553,5.4736557,6.6565404,-0.58416396,-0.78341556,1.9079475,3.1426244,1.1364555,15,91.0,PM2.5,0.5977724897516387,0.8016657972597603,0.6740694616546162,0.7386679638813748,0,17.784227,17.676641,17.24634,17.839162666666667,25.751282,25.341797,25.815765,25.346903666666666,5.0857215,5.1129513,5.007435,5.2241095,2.4351156,2.4575436,3.4721744,2.2668689,8.0,8.0,7.0,10.333333333333334
2016-02-13,17.49785,23.555176,13.0578,10.4973755,5.9741874,7.158602,0.09120238,-1.0561904,1.5065336,2.2459347,0.8475818,19,113.0,PM2.5,-0.08603023478814628,0.9962925266719089,0.6866759803451553,0.726963615332308,1,18.05662,17.784227,17.676641,17.779565666666667,24.947632,25.751282,25.341797,24.75136333333333,5.4736557,5.0857215,5.1129513,5.5111882,1.9079475,2.4351156,2.4575436,1.9498655666666667,15.0,8.0,8.0,14.0
2016-02-14,16.363054,24.834595,11.247864,13.586731,6.1783566,7.272539,-0.744643,-3.6596644,3.914395,5.2216845,1.5946314,2,96.0,PM2.5,0.1993874316980026,0.9799207376522218,0.6990793005655562,0.7150441465537444,1,17.49785,18.05662,17.784227,17.305841333333333,23.555176,24.947632,25.751282,24.445801,5.9741874,5.4736557,5.0857215,5.875399900000001,1.5065336,1.9079475,2.4351156,2.4429587,19.0,15.0,8.0,12.0
2016-02-15,18.838142,26.60907,14.389954,12.219116,6.1702437,6.7822275,-2.2690408,-3.2622004,4.06095,5.9719825,1.7395842,2,81.0,PM2.5,0.5710108712319929,0.820942497946647,0.7112757519738152,0.7029130847082615,0,16.363054,17.49785,18.05662,17.56634866666667,24.834595,23.555176,24.947632,24.999613666666665,6.1783566,5.9741874,5.4736557,6.1075959,3.914395,1.5065336,1.9079475,3.1606262000000007,2.0,19.0,15.0,7.666666666666667
2016-02-16,19.069891,27.097961,13.800354,13.297607,5.9247756,7.735365,-1.3465548,-1.3955809,2.42951,4.1977615,0.82879263,8,64.0,PM2.5,0.6943535643070913,0.7196340234689005,0.7232617254437388,0.6905740195722293,0,18.838142,16.363054,17.49785,18.090362333333335,26.60907,24.834595,23.555176,26.180542000000003,6.1702437,6.1783566,5.9741874,6.091125299999999,4.06095,3.914395,1.5065336,3.4682850000000003,2.0,2.0,19.0,4.0
2016-02-17,17.023127,22.437622,12.182892,10.25473,7.1091475,8.083046,0.26454607,2.7065399,3.145727,7.4164004,0.23023158,12,60.0,PM2.5,-0.09727978882646923,-0.9952570736678427,0.7350336741329412,0.6780306024735382,0,19.069891,18.838142,16.363054,18.310386666666666,27.097961,26.60907,24.834595,25.381551,5.9247756,6.1702437,6.1783566,6.401388933333333,2.42951,4.06095,3.914395,3.212062333333334,8.0,2.0,2.0,7.333333333333333
2016-02-18,14.12283,17.357178,12.294678,5.0625,8.128009,9.563033,2.4588933,2.5961695,4.5471435,6.9740143,1.7882015,2,49.0,PM2.5,-0.6876511064954439,-0.7260412906547338,0.746588114532413,0.6652865452111116,0,17.023127,19.069891,18.838142,16.738616,22.437622,27.097961,26.60907,22.297587000000004,7.1091475,5.9247756,6.1702437,7.053977366666667,3.145727,2.42951,4.06095,3.3741268333333334,12.0,8.0,2.0,7.333333333333333
2016-02-19,12.94572,18.170013,9.775299,8.394714,6.161467,6.8360896,1.7192825,0.07508117,1.8593136,3.981191,0.19909792,13,61.0,PM2.5,-0.9990478256637105,-0.0436284544375825,0.7579216274973472,0.6523456189565257,0,14.12283,17.023127,19.069891,14.697225666666666,17.357178,22.437622,27.097961,19.321604333333337,8.128009,7.1091475,5.9247756,7.1328745,4.5471435,3.145727,2.42951,3.1840613666666666,2.0,12.0,8.0,9.0
2016-02-20,12.795531,20.667633,7.9201965,12.747437,5.7337766,6.575535,0.71896344,-1.5627915,2.2940722,3.6583893,1.2401358,9,65.0,PM2.5,-0.4179436590130925,0.908472948353856,0.7690308592589181,0.6392116531380588,1,12.94572,14.12283,17.023127,13.288027,18.170013,17.357178,22.437622,18.731607999999998,6.161467,8.128009,7.1091475,6.674417533333334,1.8593136,4.5471435,3.145727,2.9001764333333333,13.0,2.0,12.0,8.0
2016-02-21,14.3714905,22.085663,8.601288,13.484375,5.8733063,6.484242,1.2261937,-1.6400293,2.466923,4.246609,1.3640941,7,77.0,PM2.5,-0.598802764440318,0.8008965284595964,0.7799125224167177,0.6258885343075018,1,12.795531,12.94572,14.12283,13.370913833333333,20.667633,18.170013,17.357178,20.30776966666667,5.7337766,6.161467,8.128009,5.922849966666667,2.2940722,1.8593136,4.5471435,2.2067696,9.0,13.0,2.0,9.666666666666666
2016-02-22,15.308472,23.527374,9.948181,13.579193,6.0157914,7.0368104,0.22219951,-3.5817146,3.8517368,5.2305903,2.9259355,0,73.0,PM2.5,-0.061918333723105096,0.9980812191144337,0.7905633969115482,0.612380204990065,0,14.3714905,12.795531,12.94572,14.158497833333334,22.085663,20.667633,18.170013,22.093556666666668,5.8733063,5.7337766,6.161467,5.874291433333333,2.466923,2.2940722,1.8593136,2.8709106666666666,7.0,9.0,13.0,5.333333333333333
2016-02-23,16.44159,22.638458,12.529327,10.109131,5.0214844,6.0590262,-2.5391543,-2.987011,4.242188,6.459303,1.3347892,2,70.0,PM2.5,0.6476772827270095,0.7619147835810495,0.8009803309782905,0.5986906625177214,0,15.308472,14.3714905,12.795531,15.373850833333336,23.527374,22.085663,20.667633,22.750498333333336,6.0157914,5.8733063,5.7337766,5.636860700000001,3.8517368,2.466923,2.2940722,3.5202826,0.0,7.0,9.0,3.0
2016-02-24,15.460965,22.98944,10.238739,12.750702,4.4967713,5.838188,-2.8494694,-1.7357254,3.4104338,5.465855,0.5814267,6,55.0,NO2,0.8540299907731588,0.5202237738319907,0.8111602420785621,0.5848239578463322,0,16.44159,15.308472,14.3714905,15.737009,22.638458,23.527374,22.085663,23.05175733333333,5.0214844,6.0157914,5.8733063,5.1780157,4.242188,3.8517368,2.466923,3.8347862,2.0,0.0,7.0,2.6666666666666665
2016-02-25,16.082178,23.740356,10.844269,12.896088,4.992566,5.899691,-0.74249965,-1.2108022,2.0245726,3.2774937,0.26575747,10,67.0,Ozone,0.5227641719562474,0.852477343111768,0.8211001178128892,0.5707841943569036,0,15.460965,16.44159,15.308472,15.994911,22.98944,22.638458,23.527374,23.12275133333333,4.4967713,5.0214844,6.0157914,4.836940566666667,3.4104338,4.242188,3.8517368,3.2257314666666663,6.0,2.0,0.0,6.0
2016-02-26,16.904675,23.422333,12.309692,11.11264,5.6126876,6.397634,0.15597065,-0.41351557,1.6729492,3.2461746,0.8884573,19,74.0,PM2.5,-0.352913145810367,0.9356560861311333,0.8307970168121247,0.5565755266413303,0,16.082178,15.460965,16.44159,16.149272666666665,23.740356,22.98944,22.638458,23.384043000000002,4.992566,4.4967713,5.0214844,5.0340083,2.0245726,3.4104338,4.242188,2.3693185333333333,10.0,6.0,2.0,11.666666666666666
2016-02-27,16.486238,23.272125,11.512604,11.7595215,6.8315773,7.600178,1.4523109,-1.0914003,2.208367,4.2353454,0.46675375,13,90.0,Ozone,-0.7994272131772696,0.6007629572731863,0.8402480696078469,0.5422021592729844,1,16.904675,16.082178,15.460965,16.49103033333333,23.422333,23.740356,22.98944,23.47827133333333,5.6126876,4.992566,4.4967713,5.8122769666666665,1.6729492,2.0245726,3.4104338,1.9686295999999999,19.0,10.0,6.0,14.0
2016-02-28,16.280355,24.111877,11.600861,12.511017,7.330423,7.8117037,0.6744774,-1.4984742,2.0755394,3.6002517,0.64528334,11,115.0,Ozone,-0.4104478318332767,0.9118840810889081,0.8494504794814806,0.527668345562516,1,16.486238,16.904675,16.082178,16.557089333333334,23.272125,23.422333,23.740356,23.60211166666667,6.8315773,5.6126876,4.992566,6.591562633333333,2.208367,1.6729492,2.0245726,1.985618533333333,13.0,19.0,10.0,14.333333333333334
2016-02-29,17.472118,24.559235,11.869171,12.690063,7.3155875,8.480883,0.6032348,-1.5654672,2.266154,3.2056606,1.3636192,10,109.0,PM2.5,-0.3595668957913917,0.9331193104051284,0.8584015232918917,0.512978386299228,0,16.280355,16.486238,16.904675,16.746236999999997,24.111877,23.272125,23.422333,23.981078999999998,7.330423,6.8315773,5.6126876,7.159195933333333,2.0755394,2.208367,1.6729492,2.1833534666666665,11.0,13.0,19.0,11.333333333333334
2016-03-01,17.57189,24.271759,13.281952,10.989807,7.1127057,8.010776,0.4458176,-0.37264386,2.0899246,3.9517834,0.8407093,12,134.0,PM2.5,-0.7672647816912364,0.6413304567664782,0.8670985522812081,0.4981366284784055,0,17.472118,16.280355,16.486238,17.108121,24.559235,24.111877,23.272125,24.314290333333332,7.3155875,7.330423,6.8315773,7.2529054,2.266154,2.0755394,2.208367,2.1438726666666663,10.0,11.0,13.0,11.0
