date,aqi_co,aqi_no2,aqi_ozone,aqi_pm25,aqi_so2
2018-02-09,16.0,46.0,46.0,73.0,3.0
2018-02-10,9.0,33.0,44.0,89.0,0.0
2018-02-11,23.0,32.0,47.0,76.0,3.0
2018-02-12,6.0,33.0,42.0,57.0,1.0
2018-02-13,6.0,41.0,41.0,56.0,1.0
2018-02-14,13.0,51.0,41.0,60.0,1.0
2018-02-15,13.0,51.0,44.0,61.0,3.0
2018-02-16,18.0,58.0,44.0,55.0,4.0
2018-02-17,16.0,42.0,50.0,60.0,6.0
2018-02-18,17.0,34.0,54.0,61.0,1.0
2018-02-19,5.0,26.0,43.0,58.0,1.0
2018-02-20,9.0,51.0,39.0,57.0,3.0
2018-02-21,10.0,50.0,44.0,54.0,1.0
2018-02-22,14.0,42.0,43.0,65.0,1.0
2018-02-23,6.0,37.0,45.0,53.0,3.0
2018-02-24,10.0,42.0,46.0,56.0,1.0
2018-02-25,14.0,40.0,47.0,55.0,1.0
2018-02-26,23.0,56.0,44.0,58.0,4.0
2018-02-27,8.0,47.0,43.0,53.0,0.0
2018-02-28,14.0,47.0,40.0,64.0,1.0
2018-03-01,13.0,41.0,44.0,63.0,1.0
2018-03-02,6.0,32.0,39.0,56.0,1.0
2018-03-03,7.0,31.0,44.0,55.0,1.0
2018-03-04,13.0,33.0,43.0,62.0,3.0
2018-03-05,15.0,51.0,45.0,46.0,4.0
2018-03-06,13.0,60.0,47.0,45.0,3.0
2018-03-07,16.0,61.0,37.0,61.0,6.0
2018-03-08,14.0,60.0,44.0,67.0,9.0
2018-03-09,10.0,44.0,39.0,71.0,3.0
2018-03-10,5.0,25.0,27.0,78.0,1.0
2018-03-11,5.0,26.0,34.0,58.0,1.0
2018-03-12,6.0,31.0,41.0,66.0,3.0
2018-03-13,6.0,33.0,31.0,65.0,3.0
2018-03-14,3.0,27.0,41.0,51.0,0.0
2018-03-15,5.0,26.0,45.0,42.0,1.0
2018-03-16,5.0,31.0,39.0,53.0,1.0
2018-03-17,3.0,22.0,43.0,51.0,0.0
2018-03-18,7.0,25.0,44.0,58.0,3.0
2018-03-19,14.0,49.0,46.0,58.0,3.0
2018-03-20,14.0,43.0,42.0,61.0,7.0
2018-03-21,9.0,48.0,32.0,64.0,3.0
2018-03-22,9.0,29.0,35.0,62.0,1.0
2018-03-23,5.0,33.0,45.0,57.0,3.0
2018-03-24,6.0,25.0,46.0,59.0,1.0
2018-03-25,3.0,22.0,49.0,55.0,1.0
2018-03-26,10.0,41.0,46.0,50.0,3.0
2018-03-27,8.0,42.0,47.0,52.0,13.0
2018-03-28,11.0,41.0,45.0,62.0,4.0
2018-03-29,11.0,50.0,84.0,81.0,4.0
2018-03-30,9.0,41.0,105.0,83.0,7.0
2018-03-31,9.0,43.0,90.0,91.0,7.0
2018-04-01,5.0,17.0,61.0,85.0,0.0
2018-04-02,11.0,31.0,58.0,76.0,4.0
2018-04-03,5.0,36.0,61.0,70.0,1.0
2018-04-04,8.0,29.0,77.0,83.0,3.0
2018-04-05,6.0,30.0,51.0,101.0,3.0
2018-04-06,6.0,34.0,48.0,67.0,1.0
2018-04-07,7.0,20.0,40.0,61.0,1.0
2018-04-08,6.0,31.0,50.0,60.0,6.0
2018-04-09,13.0,77.0,87.0,71.0,11.0
2018-04-10,10.0,52.0,101.0,70.0,13.0
2018-04-11,7.0,43.0,71.0,69.0,7.0
2018-04-12,6.0,42.0,58.0,53.0,1.0
2018-04-13,9.0,57.0,58.0,55.0,1.0
2018-04-14,18.0,49.0,112.0,66.0,7.0
2018-04-15,13.0,38.0,87.0,65.0,4.0
2018-04-16,5.0,30.0,47.0,61.0,1.0
2018-04-17,5.0,51.0,61.0,52.0,3.0
2018-04-18,13.0,52.0,87.0,55.0,4.0
2018-04-19,3.0,33.0,47.0,55.0,1.0
2018-04-20,5.0,33.0,54.0,63.0,6.0
2018-04-21,9.0,36.0,87.0,71.0,9.0
2018-04-22,8.0,33.0,105.0,75.0,4.0
2018-04-23,7.0,33.0,101.0,85.0,4.0
2018-04-24,7.0,42.0,108.0,93.0,4.0
2018-04-25,6.0,38.0,112.0,85.0,4.0
2018-04-26,5.0,40.0,67.0,74.0,4.0
2018-04-27,3.0,29.0,64.0,73.0,4.0
2018-04-28,6.0,27.0,58.0,66.0,1.0
2018-04-29,5.0,21.0,58.0,63.0,1.0
2018-04-30,3.0,29.0,46.0,64.0,1.0
2018-05-01,3.0,34.0,47.0,69.0,1.0
2018-05-02,3.0,34.0,44.0,70.0,1.0
2018-05-03,9.0,40.0,54.0,69.0,1.0
2018-05-04,9.0,51.0,105.0,68.0,7.0
2018-05-05,8.0,42.0,133.0,68.0,6.0
2018-05-06,6.0,34.0,108.0,69.0,4.0
2018-05-07,6.0,44.0,108.0,70.0,3.0
2018-05-08,6.0,33.0,164.0,78.0,4.0
2018-05-09,5.0,31.0,122.0,83.0,4.0
2018-05-10,5.0,28.0,87.0,80.0,4.0
2018-05-11,5.0,18.0,47.0,68.0,1.0
2018-05-12,3.0,12.0,45.0,61.0,1.0
2018-05-13,3.0,21.0,46.0,61.0,0.0
2018-05-14,6.0,29.0,64.0,65.0,1.0
2018-05-15,5.0,25.0,77.0,66.0,1.0
2018-05-16,5.0,33.0,71.0,60.0,4.0
2018-05-17,5.0,28.0,64.0,64.0,1.0
2018-05-18,5.0,20.0,71.0,73.0,1.0
2018-05-19,5.0,23.0,58.0,78.0,1.0
2018-05-20,3.0,14.0,54.0,72.0,1.0
2018-05-21,3.0,32.0,46.0,66.0,1.0
2018-05-22,3.0,28.0,64.0,67.0,1.0
2018-05-23,5.0,38.0,67.0,67.0,1.0
2018-05-24,5.0,26.0,64.0,63.0,1.0
2018-05-25,3.0,29.0,45.0,56.0,1.0
2018-05-26,5.0,20.0,42.0,61.0,4.0
2018-05-27,6.0,19.0,54.0,72.0,3.0
2018-05-28,5.0,19.0,90.0,74.0,4.0
2018-05-29,5.0,27.0,93.0,87.0,1.0
2018-05-30,3.0,22.0,54.0,63.0,3.0
2018-05-31,3.0,29.0,51.0,62.0,1.0
2018-06-01,6.0,34.0,87.0,68.0,1.0
2018-06-02,7.0,31.0,136.0,73.0,3.0
2018-06-03,6.0,27.0,133.0,79.0,6.0
2018-06-04,5.0,28.0,129.0,83.0,1.0
2018-06-05,3.0,25.0,74.0,83.0,1.0
2018-06-06,3.0,36.0,84.0,78.0,0.0
2018-06-07,5.0,36.0,105.0,78.0,4.0
2018-06-08,8.0,46.0,140.0,74.0,6.0
2018-06-09,6.0,36.0,122.0,75.0,3.0
2018-06-10,6.0,33.0,101.0,70.0,4.0
2018-06-11,7.0,32.0,140.0,71.0,4.0
2018-06-12,6.0,37.0,119.0,77.0,1.0
2018-06-13,6.0,35.0,126.0,75.0,4.0
2018-06-14,6.0,41.0,108.0,83.0,6.0
2018-06-15,6.0,31.0,74.0,76.0,3.0
2018-06-16,3.0,14.0,47.0,72.0,3.0
2018-06-17,3.0,8.0,45.0,64.0,3.0
2018-06-18,3.0,32.0,74.0,69.0,0.0
2018-06-19,6.0,28.0,115.0,77.0,3.0
2018-06-20,8.0,31.0,172.0,88.0,1.0
2018-06-21,6.0,26.0,172.0,106.0,3.0
2018-06-22,5.0,30.0,185.0,95.0,3.0
2018-06-23,5.0,21.0,126.0,90.0,1.0
2018-06-24,3.0,10.0,122.0,74.0,1.0
2018-06-25,3.0,27.0,126.0,71.0,4.0
2018-06-26,3.0,34.0,126.0,66.0,3.0
2018-06-27,6.0,28.0,115.0,73.0,3.0
2018-06-28,5.0,25.0,115.0,77.0,3.0
2018-06-29,3.0,20.0,93.0,74.0,1.0
2018-06-30,3.0,11.0,101.0,68.0,1.0
2018-07-01,3.0,15.0,90.0,64.0,3.0
2018-07-02,3.0,25.0,93.0,61.0,3.0
2018-07-03,3.0,22.0,84.0,63.0,3.0
2018-07-04,3.0,17.0,93.0,118.0,6.0
2018-07-05,6.0,39.0,122.0,172.0,3.0
2018-07-06,10.0,56.0,147.0,70.0,10.0
2018-07-07,7.0,40.0,185.0,73.0,7.0
2018-07-08,6.0,26.0,122.0,71.0,3.0
2018-07-09,5.0,33.0,108.0,75.0,3.0
2018-07-10,5.0,29.0,108.0,74.0,9.0
2018-07-11,6.0,29.0,90.0,64.0,10.0
2018-07-12,5.0,25.0,58.0,61.0,13.0
2018-07-13,5.0,30.0,80.0,66.0,1.0
2018-07-14,5.0,23.0,87.0,63.0,7.0
2018-07-15,5.0,19.0,93.0,62.0,3.0
2018-07-16,3.0,29.0,97.0,66.0,1.0
2018-07-17,5.0,42.0,129.0,69.0,1.0
2018-07-18,5.0,30.0,115.0,74.0,6.0
2018-07-19,5.0,26.0,122.0,70.0,3.0
2018-07-20,5.0,30.0,84.0,61.0,6.0
2018-07-21,3.0,15.0,67.0,56.0,3.0
2018-07-22,3.0,21.0,74.0,54.0,6.0
2018-07-23,6.0,36.0,150.0,65.0,3.0
2018-07-24,17.0,41.0,195.0,75.0,6.0
2018-07-25,7.0,30.0,185.0,81.0,3.0
2018-07-26,7.0,33.0,190.0,85.0,1.0
2018-07-27,7.0,34.0,172.0,85.0,6.0
2018-07-28,7.0,19.0,136.0,79.0,3.0
2018-07-29,6.0,18.0,108.0,66.0,7.0
2018-07-30,7.0,33.0,122.0,63.0,4.0
2018-07-31,7.0,43.0,97.0,61.0,4.0
2018-08-01,7.0,38.0,80.0,59.0,1.0
2018-08-02,7.0,28.0,115.0,65.0,7.0
2018-08-03,7.0,40.0,112.0,73.0,3.0
2018-08-04,7.0,27.0,154.0,91.0,4.0
2018-08-05,7.0,28.0,151.0,75.0,3.0
2018-08-06,7.0,41.0,197.0,76.0,6.0
2018-08-07,8.0,55.0,201.0,86.0,3.0
2018-08-08,6.0,49.0,112.0,65.0,3.0
2018-08-09,7.0,42.0,172.0,113.0,1.0
2018-08-10,7.0,39.0,93.0,66.0,4.0
2018-08-11,7.0,26.0,74.0,62.0,6.0
2018-08-12,5.0,21.0,90.0,64.0,1.0
2018-08-13,6.0,23.0,87.0,61.0,4.0
2018-08-14,6.0,29.0,80.0,61.0,3.0
2018-08-15,6.0,31.0,100.0,63.0,3.0
2018-08-16,6.0,21.0,97.0,70.0,4.0
2018-08-17,6.0,25.0,129.0,80.0,1.0
2018-08-18,6.0,16.0,126.0,79.0,6.0
2018-08-19,6.0,25.0,136.0,79.0,3.0
2018-08-20,6.0,28.0,101.0,85.0,1.0
2018-08-21,6.0,31.0,112.0,86.0,3.0
2018-08-22,6.0,28.0,93.0,74.0,4.0
2018-08-23,7.0,31.0,93.0,79.0,3.0
2018-08-24,8.0,32.0,126.0,93.0,1.0
2018-08-25,9.0,23.0,147.0,99.0,1.0
2018-08-26,8.0,15.0,133.0,89.0,3.0
2018-08-27,7.0,26.0,119.0,89.0,1.0
2018-08-28,6.0,27.0,101.0,74.0,1.0
2018-08-29,7.0,31.0,71.0,64.0,4.0
2018-08-30,7.0,36.0,97.0,71.0,6.0
2018-08-31,7.0,30.0,164.0,70.0,3.0
2018-09-01,7.0,26.0,115.0,74.0,0.0
2018-09-02,5.0,13.0,101.0,77.0,1.0
2018-09-03,5.0,19.0,84.0,71.0,1.0
2018-09-04,6.0,37.0,97.0,70.0,3.0
2018-09-05,7.0,38.0,90.0,68.0,0.0
2018-09-06,7.0,37.0,97.0,80.0,0.0
2018-09-07,7.0,37.0,147.0,72.0,7.0
2018-09-08,9.0,45.0,192.0,85.0,3.0
2018-09-09,9.0,42.0,143.0,77.0,3.0
2018-09-10,7.0,38.0,126.0,68.0,3.0
2018-09-11,6.0,37.0,122.0,73.0,6.0
2018-09-12,7.0,33.0,115.0,72.0,3.0
2018-09-13,8.0,50.0,93.0,68.0,7.0
2018-09-14,13.0,51.0,67.0,61.0,10.0
2018-09-15,8.0,35.0,93.0,60.0,6.0
2018-09-16,9.0,30.0,87.0,57.0,4.0
2018-09-17,11.0,47.0,87.0,62.0,9.0
2018-09-18,9.0,46.0,105.0,59.0,3.0
2018-09-19,9.0,41.0,133.0,65.0,3.0
2018-09-20,8.0,44.0,108.0,71.0,0.0
2018-09-21,7.0,38.0,105.0,72.0,4.0
2018-09-22,7.0,31.0,115.0,65.0,6.0
2018-09-23,6.0,26.0,97.0,60.0,9.0
2018-09-24,6.0,30.0,61.0,66.0,1.0
2018-09-25,6.0,36.0,58.0,74.0,3.0
2018-09-26,7.0,40.0,112.0,71.0,3.0
2018-09-27,9.0,43.0,150.0,77.0,3.0
2018-09-28,8.0,33.0,100.0,82.0,24.0
2018-09-29,6.0,22.0,64.0,63.0,4.0
2018-09-30,6.0,31.0,50.0,58.0,7.0
2018-10-01,10.0,62.0,43.0,71.0,3.0
2018-10-02,7.0,33.0,38.0,54.0,7.0
2018-10-03,5.0,23.0,29.0,52.0,0.0
2018-10-04,6.0,28.0,34.0,43.0,1.0
2018-10-05,5.0,28.0,44.0,53.0,4.0
2018-10-06,7.0,25.0,54.0,59.0,0.0
2018-10-07,6.0,25.0,50.0,58.0,1.0
2018-10-08,7.0,31.0,49.0,58.0,4.0
2018-10-09,5.0,34.0,51.0,57.0,1.0
2018-10-10,5.0,37.0,49.0,55.0,1.0
2018-10-11,7.0,45.0,47.0,57.0,1.0
2018-10-12,11.0,42.0,50.0,58.0,1.0
2018-10-13,5.0,27.0,45.0,52.0,0.0
2018-10-14,5.0,22.0,47.0,59.0,1.0
2018-10-15,16.0,57.0,51.0,54.0,1.0
2018-10-16,17.0,58.0,43.0,63.0,6.0
2018-10-17,18.0,60.0,47.0,61.0,10.0
2018-10-18,16.0,66.0,48.0,66.0,3.0
2018-10-19,17.0,69.0,58.0,60.0,4.0
2018-10-20,18.0,57.0,67.0,61.0,4.0
2018-10-21,13.0,40.0,90.0,65.0,1.0
2018-10-22,6.0,42.0,74.0,74.0,4.0
2018-10-23,8.0,42.0,71.0,83.0,1.0
2018-10-24,10.0,44.0,61.0,71.0,3.0
2018-10-25,9.0,43.0,100.0,86.0,3.0
2018-10-26,19.0,79.0,101.0,80.0,7.0
2018-10-27,17.0,55.0,126.0,82.0,11.0
2018-10-28,13.0,38.0,129.0,102.0,3.0
2018-10-29,13.0,52.0,133.0,125.0,1.0
2018-10-30,8.0,48.0,51.0,75.0,1.0
2018-10-31,13.0,60.0,45.0,66.0,7.0
2018-11-01,20.0,51.0,46.0,62.0,4.0
2018-11-02,22.0,55.0,49.0,67.0,10.0
2018-11-03,22.0,49.0,58.0,70.0,7.0
2018-11-04,19.0,46.0,90.0,80.0,4.0
2018-11-05,11.0,45.0,64.0,74.0,1.0
2018-11-06,7.0,35.0,51.0,64.0,0.0
2018-11-07,8.0,34.0,54.0,66.0,0.0
2018-11-08,16.0,68.0,67.0,74.0,1.0
2018-11-09,15.0,73.0,49.0,59.0,1.0
2018-11-10,19.0,48.0,51.0,117.0,14.0
2018-11-11,24.0,52.0,87.0,122.0,4.0
2018-11-12,14.0,66.0,40.0,65.0,6.0
2018-11-13,15.0,73.0,39.0,59.0,6.0
2018-11-14,16.0,66.0,37.0,58.0,3.0
2018-11-15,14.0,68.0,34.0,56.0,3.0
2018-11-16,20.0,62.0,32.0,73.0,7.0
2018-11-17,18.0,41.0,48.0,80.0,3.0
2018-11-18,17.0,48.0,74.0,112.0,7.0
2018-11-19,20.0,78.0,37.0,130.0,6.0
2018-11-20,28.0,65.0,47.0,102.0,4.0
2018-11-21,16.0,55.0,44.0,83.0,4.0
2018-11-22,9.0,23.0,37.0,59.0,1.0
2018-11-23,15.0,31.0,36.0,63.0,0.0
2018-11-24,11.0,30.0,35.0,65.0,1.0
2018-11-25,11.0,35.0,39.0,64.0,1.0
2018-11-26,14.0,57.0,38.0,55.0,1.0
2018-11-27,11.0,62.0,36.0,57.0,10.0
2018-11-28,13.0,40.0,38.0,60.0,1.0
2018-11-29,5.0,37.0,39.0,38.0,0.0
2018-11-30,8.0,41.0,34.0,48.0,1.0
2018-12-01,9.0,37.0,38.0,55.0,1.0
2018-12-02,10.0,34.0,39.0,45.0,0.0
2018-12-03,14.0,52.0,34.0,61.0,1.0
2018-12-04,10.0,54.0,35.0,53.0,3.0
2018-12-05,15.0,58.0,29.0,44.0,1.0
2018-12-06,6.0,46.0,31.0,36.0,0.0
2018-12-07,15.0,42.0,33.0,52.0,1.0
2018-12-08,18.0,34.0,33.0,62.0,11.0
2018-12-09,24.0,33.0,32.0,66.0,1.0
2018-12-10,16.0,57.0,26.0,68.0,3.0
2018-12-11,19.0,57.0,33.0,83.0,3.0
2018-12-12,14.0,53.0,35.0,80.0,1.0
2018-12-13,25.0,71.0,31.0,82.0,4.0
2018-12-14,26.0,78.0,29.0,74.0,3.0
2018-12-15,23.0,46.0,34.0,134.0,4.0
2018-12-16,28.0,41.0,33.0,91.0,13.0
2018-12-17,18.0,38.0,31.0,64.0,1.0
2018-12-18,11.0,47.0,32.0,61.0,1.0
2018-12-19,18.0,68.0,31.0,85.0,3.0
2018-12-20,35.0,81.0,31.0,86.0,6.0
2018-12-21,18.0,56.0,35.0,83.0,3.0
2018-12-22,20.0,51.0,31.0,102.0,4.0
2018-12-23,19.0,44.0,38.0,121.0,3.0
2018-12-24,19.0,36.0,36.0,130.0,3.0
2018-12-25,7.0,28.0,39.0,51.0,1.0
2018-12-26,13.0,41.0,36.0,65.0,1.0
2018-12-27,10.0,37.0,39.0,55.0,1.0
2018-12-28,13.0,57.0,39.0,53.0,4.0
2018-12-29,24.0,55.0,37.0,78.0,3.0
2018-12-30,33.0,37.0,35.0,97.0,6.0
2018-12-31,16.0,42.0,41.0,64.0,1.0
2019-01-01,19.0,37.0,37.0,71.0,3.0
2019-01-02,23.0,68.0,36.0,93.0,3.0
2019-01-03,19.0,64.0,33.0,71.0,6.0
2019-01-04,20.0,61.0,26.0,87.0,4.0
2019-01-05,23.0,44.0,35.0,85.0,1.0
2019-01-06,6.0,33.0,39.0,58.0,1.0
2019-01-07,9.0,53.0,32.0,57.0,1.0
2019-01-08,18.0,53.0,30.0,66.0,1.0
2019-01-09,25.0,48.0,30.0,77.0,4.0
2019-01-10,18.0,47.0,35.0,71.0,1.0
2019-01-11,10.0,35.0,28.0,92.0,1.0
2019-01-12,15.0,36.0,33.0,57.0,0.0
2019-01-13,17.0,45.0,35.0,70.0,3.0
2019-01-14,16.0,43.0,31.0,58.0,0.0
2019-01-15,9.0,42.0,37.0,55.0,0.0
2019-01-16,5.0,38.0,31.0,33.0,1.0
2019-01-17,6.0,44.0,31.0,36.0,0.0
2019-01-18,8.0,43.0,36.0,62.0,1.0
2019-01-19,14.0,38.0,37.0,58.0,0.0
2019-01-20,16.0,29.0,36.0,54.0,4.0
2019-01-21,5.0,39.0,40.0,30.0,0.0
2019-01-22,16.0,71.0,39.0,57.0,1.0
2019-01-23,19.0,63.0,34.0,65.0,1.0
2019-01-24,17.0,76.0,38.0,69.0,4.0
2019-01-25,18.0,62.0,41.0,60.0,1.0
2019-01-26,24.0,57.0,44.0,66.0,14.0
2019-01-27,33.0,50.0,44.0,84.0,11.0
2019-01-28,23.0,77.0,30.0,106.0,7.0
2019-01-29,18.0,67.0,40.0,95.0,3.0
2019-01-30,11.0,40.0,36.0,75.0,1.0
2019-01-31,9.0,29.0,31.0,70.0,1.0
2019-02-01,14.0,37.0,32.0,52.0,1.0
2019-02-02,6.0,26.0,41.0,41.0,0.0
2019-02-03,7.0,25.0,41.0,44.0,0.0
2019-02-04,6.0,40.0,42.0,32.0,0.0
2019-02-05,5.0,46.0,41.0,35.0,0.0
2019-02-06,7.0,52.0,39.0,37.0,0.0
2019-02-07,9.0,49.0,37.0,61.0,3.0
2019-02-08,13.0,56.0,44.0,64.0,3.0
2019-02-09,10.0,40.0,42.0,62.0,1.0
2019-02-10,13.0,30.0,42.0,52.0,3.0
2019-02-11,11.0,57.0,40.0,51.0,1.0
2019-02-12,16.0,50.0,34.0,60.0,3.0
2019-02-13,17.0,42.0,36.0,53.0,1.0
2019-02-14,5.0,44.0,43.0,51.0,0.0
2019-02-15,14.0,36.0,42.0,52.0,3.0
2019-02-16,5.0,28.0,41.0,32.0,1.0
2019-02-17,5.0,22.0,44.0,36.0,1.0
2019-02-18,6.0,44.0,40.0,31.0,1.0
2019-02-19,9.0,54.0,44.0,52.0,1.0
2019-02-20,11.0,40.0,40.0,56.0,1.0
2019-02-21,14.0,52.0,38.0,58.0,0.0
2019-02-22,14.0,45.0,43.0,61.0,1.0
2019-02-23,13.0,37.0,46.0,58.0,4.0
2019-02-24,14.0,37.0,49.0,68.0,1.0
2019-02-25,15.0,48.0,45.0,65.0,6.0
2019-02-26,10.0,43.0,43.0,70.0,3.0
2019-02-27,7.0,38.0,43.0,63.0,1.0
2019-02-28,6.0,29.0,36.0,62.0,1.0
2019-03-01,6.0,30.0,37.0,63.0,1.0
2019-03-02,6.0,31.0,36.0,52.0,1.0
2019-03-03,3.0,14.0,37.0,39.0,0.0
2019-03-04,6.0,42.0,37.0,42.0,0.0
2019-03-05,11.0,41.0,35.0,64.0,1.0
2019-03-06,6.0,37.0,37.0,54.0,1.0
2019-03-07,5.0,43.0,42.0,43.0,0.0
2019-03-08,6.0,43.0,44.0,38.0,0.0
2019-03-09,6.0,25.0,44.0,51.0,0.0
2019-03-10,10.0,33.0,43.0,57.0,6.0
2019-03-11,10.0,45.0,43.0,57.0,1.0
2019-03-12,6.0,37.0,44.0,56.0,1.0
2019-03-13,6.0,43.0,47.0,59.0,0.0
2019-03-14,11.0,48.0,48.0,55.0,4.0
2019-03-15,13.0,52.0,49.0,54.0,1.0
2019-03-16,17.0,52.0,61.0,59.0,3.0
2019-03-17,19.0,47.0,71.0,57.0,4.0
2019-03-18,11.0,46.0,87.0,61.0,4.0
2019-03-19,9.0,42.0,48.0,65.0,0.0
2019-03-20,5.0,44.0,49.0,46.0,0.0
2019-03-21,6.0,45.0,45.0,51.0,0.0
2019-03-22,13.0,43.0,48.0,50.0,1.0
2019-03-23,7.0,27.0,45.0,53.0,0.0
2019-03-24,7.0,30.0,64.0,57.0,1.0
2019-03-25,11.0,47.0,87.0,66.0,3.0
2019-03-26,14.0,53.0,67.0,65.0,4.0
2019-03-27,6.0,32.0,36.0,59.0,0.0
2019-03-28,7.0,33.0,45.0,44.0,0.0
2019-03-29,8.0,37.0,49.0,57.0,1.0
2019-03-30,9.0,38.0,84.0,58.0,4.0
2019-03-31,17.0,44.0,108.0,64.0,10.0
2019-04-01,15.0,48.0,80.0,59.0,4.0
2019-04-02,7.0,38.0,51.0,55.0,1.0
2019-04-03,5.0,32.0,40.0,45.0,3.0
2019-04-04,5.0,29.0,40.0,46.0,1.0
2019-04-05,6.0,36.0,38.0,34.0,1.0
2019-04-06,5.0,21.0,51.0,48.0,3.0
2019-04-07,7.0,33.0,97.0,58.0,6.0
2019-04-08,15.0,55.0,80.0,63.0,9.0
2019-04-09,8.0,30.0,50.0,58.0,1.0
2019-04-10,5.0,44.0,54.0,48.0,3.0
2019-04-11,8.0,42.0,49.0,63.0,4.0
2019-04-12,7.0,34.0,48.0,59.0,1.0
2019-04-13,7.0,29.0,71.0,58.0,7.0
2019-04-14,8.0,28.0,87.0,59.0,3.0
2019-04-15,6.0,37.0,64.0,61.0,4.0
2019-04-16,3.0,33.0,44.0,53.0,1.0
2019-04-17,8.0,49.0,54.0,56.0,3.0
2019-04-18,10.0,61.0,97.0,67.0,6.0
2019-04-19,7.0,41.0,100.0,73.0,4.0
2019-04-20,6.0,18.0,67.0,59.0,1.0
2019-04-21,5.0,19.0,51.0,54.0,1.0
2019-04-22,6.0,38.0,47.0,61.0,3.0
2019-04-23,8.0,42.0,58.0,72.0,1.0
2019-04-24,7.0,39.0,93.0,71.0,1.0
2019-04-25,6.0,33.0,97.0,74.0,3.0
2019-04-26,6.0,37.0,87.0,75.0,1.0
2019-04-27,5.0,15.0,50.0,76.0,0.0
2019-04-28,5.0,18.0,51.0,70.0,3.0
2019-04-29,5.0,33.0,38.0,56.0,0.0
2019-04-30,3.0,50.0,45.0,53.0,0.0
2019-05-01,6.0,42.0,50.0,59.0,1.0
2019-05-02,7.0,38.0,84.0,63.0,1.0
2019-05-03,6.0,33.0,105.0,71.0,1.0
2019-05-04,5.0,24.0,100.0,71.0,0.0
2019-05-05,5.0,11.0,64.0,63.0,0.0
2019-05-06,3.0,41.0,44.0,55.0,0.0
2019-05-07,3.0,30.0,38.0,47.0,0.0
2019-05-08,5.0,40.0,42.0,51.0,0.0
2019-05-09,5.0,32.0,42.0,53.0,0.0
2019-05-10,6.0,28.0,40.0,46.0,0.0
2019-05-11,8.0,26.0,48.0,54.0,1.0
2019-05-12,6.0,20.0,74.0,56.0,1.0
2019-05-13,5.0,31.0,77.0,62.0,0.0
2019-05-14,5.0,35.0,97.0,69.0,0.0
2019-05-15,5.0,33.0,58.0,68.0,0.0
2019-05-16,3.0,41.0,48.0,49.0,0.0
2019-05-17,7.0,41.0,49.0,57.0,0.0
2019-05-18,6.0,23.0,58.0,56.0,1.0
2019-05-19,3.0,10.0,47.0,39.0,0.0
2019-05-20,5.0,39.0,49.0,52.0,0.0
2019-05-21,3.0,37.0,44.0,52.0,0.0
2019-05-22,3.0,35.0,42.0,50.0,3.0
2019-05-23,6.0,38.0,37.0,56.0,0.0
2019-05-24,8.0,41.0,48.0,56.0,1.0
2019-05-25,5.0,24.0,58.0,55.0,0.0
2019-05-26,3.0,11.0,44.0,46.0,0.0
2019-05-27,5.0,24.0,48.0,48.0,1.0
2019-05-28,6.0,37.0,44.0,55.0,1.0
2019-05-29,6.0,38.0,67.0,58.0,1.0
2019-05-30,5.0,30.0,87.0,73.0,0.0
2019-05-31,5.0,25.0,90.0,72.0,0.0
2019-06-01,5.0,17.0,64.0,61.0,0.0
2019-06-02,5.0,13.0,61.0,58.0,0.0
2019-06-03,5.0,46.0,67.0,61.0,0.0
2019-06-04,5.0,32.0,90.0,70.0,0.0
2019-06-05,5.0,28.0,143.0,73.0,0.0
2019-06-06,6.0,30.0,129.0,69.0,1.0
2019-06-07,5.0,24.0,93.0,65.0,1.0
2019-06-08,5.0,20.0,105.0,64.0,1.0
2019-06-09,5.0,25.0,151.0,65.0,1.0
2019-06-10,8.0,52.0,126.0,61.0,3.0
2019-06-11,7.0,43.0,172.0,68.0,1.0
2019-06-12,6.0,29.0,200.0,71.0,1.0
2019-06-13,5.0,25.0,71.0,74.0,0.0
2019-06-14,5.0,28.0,64.0,65.0,1.0
2019-06-15,5.0,12.0,100.0,67.0,0.0
2019-06-16,5.0,14.0,87.0,70.0,0.0
2019-06-17,5.0,18.0,71.0,54.0,0.0
2019-06-18,5.0,28.0,74.0,61.0,1.0
2019-06-19,5.0,28.0,105.0,65.0,4.0
2019-06-20,5.0,29.0,61.0,59.0,3.0
2019-06-21,5.0,17.0,43.0,37.0,0.0
2019-06-22,3.0,20.0,51.0,52.0,1.0
2019-06-23,5.0,16.0,97.0,61.0,0.0
2019-06-24,5.0,42.0,90.0,66.0,0.0
2019-06-25,5.0,28.0,87.0,63.0,0.0
2019-06-26,5.0,28.0,71.0,61.0,0.0
2019-06-27,5.0,30.0,105.0,63.0,1.0
2019-06-28,5.0,35.0,112.0,63.0,3.0
2019-06-29,7.0,28.0,112.0,62.0,4.0
2019-06-30,7.0,25.0,122.0,62.0,4.0
2019-07-01,6.0,36.0,115.0,64.0,3.0
2019-07-02,5.0,31.0,129.0,66.0,1.0
2019-07-03,5.0,28.0,108.0,69.0,0.0
2019-07-04,5.0,15.0,80.0,92.0,0.0
2019-07-05,5.0,23.0,115.0,165.0,1.0
2019-07-06,5.0,17.0,133.0,75.0,1.0
2019-07-07,5.0,9.0,87.0,67.0,0.0
2019-07-08,5.0,26.0,67.0,61.0,0.0
2019-07-09,5.0,32.0,93.0,69.0,1.0
2019-07-10,6.0,36.0,122.0,67.0,4.0
