date,aqi_co,aqi_no2,aqi_ozone,aqi_pm25,aqi_so2
2019-07-11,7.0,35.0,136.0,71.0,7.0
2019-07-12,6.0,34.0,201.0,74.0,4.0
2019-07-13,6.0,27.0,179.0,73.0,1.0
2019-07-14,6.0,18.0,166.0,72.0,6.0
2019-07-15,7.0,35.0,177.0,74.0,7.0
2019-07-16,9.0,45.0,140.0,73.0,3.0
2019-07-17,5.0,21.0,90.0,65.0,1.0
2019-07-18,5.0,30.0,61.0,62.0,3.0
2019-07-19,5.0,21.0,51.0,59.0,1.0
2019-07-20,5.0,16.0,97.0,59.0,3.0
2019-07-21,5.0,19.0,101.0,59.0,6.0
2019-07-22,6.0,33.0,126.0,66.0,4.0
2019-07-23,8.0,42.0,161.0,68.0,7.0
2019-07-24,8.0,45.0,126.0,63.0,10.0
2019-07-25,7.0,39.0,126.0,66.0,6.0
2019-07-26,6.0,37.0,140.0,68.0,7.0
2019-07-27,8.0,34.0,179.0,66.0,6.0
2019-07-28,6.0,25.0,169.0,70.0,4.0
2019-07-29,5.0,31.0,190.0,71.0,3.0
2019-07-30,5.0,33.0,174.0,74.0,1.0
2019-07-31,6.0,28.0,151.0,75.0,0.0
2019-08-01,6.0,34.0,126.0,67.0,3.0
2019-08-02,7.0,43.0,166.0,62.0,3.0
2019-08-03,7.0,39.0,156.0,64.0,4.0
2019-08-04,6.0,26.0,169.0,65.0,4.0
2019-08-05,7.0,42.0,154.0,64.0,4.0
2019-08-06,6.0,42.0,147.0,64.0,1.0
2019-08-07,5.0,28.0,156.0,68.0,3.0
2019-08-08,6.0,35.0,122.0,67.0,4.0
2019-08-09,8.0,32.0,87.0,65.0,1.0
2019-08-10,8.0,33.0,93.0,61.0,1.0
2019-08-11,6.0,20.0,74.0,56.0,1.0
2019-08-12,5.0,29.0,119.0,64.0,1.0
2019-08-13,6.0,44.0,140.0,71.0,6.0
2019-08-14,9.0,51.0,174.0,66.0,7.0
2019-08-15,8.0,49.0,159.0,66.0,4.0
2019-08-16,6.0,28.0,105.0,65.0,1.0
2019-08-17,5.0,16.0,90.0,61.0,1.0
2019-08-18,5.0,17.0,67.0,58.0,1.0
2019-08-19,6.0,29.0,80.0,64.0,3.0
2019-08-20,8.0,34.0,133.0,59.0,3.0
2019-08-21,8.0,53.0,197.0,61.0,7.0
2019-08-22,7.0,48.0,151.0,65.0,1.0
2019-08-23,5.0,25.0,119.0,65.0,10.0
2019-08-24,7.0,30.0,129.0,64.0,7.0
2019-08-25,6.0,28.0,101.0,60.0,9.0
2019-08-26,9.0,39.0,156.0,58.0,4.0
2019-08-27,6.0,32.0,122.0,60.0,1.0
2019-08-28,5.0,23.0,90.0,63.0,1.0
2019-08-29,7.0,32.0,105.0,65.0,6.0
2019-08-30,8.0,42.0,112.0,63.0,3.0
2019-08-31,8.0,28.0,140.0,68.0,3.0
2019-09-01,7.0,31.0,190.0,72.0,1.0
2019-09-02,6.0,24.0,97.0,61.0,1.0
2019-09-03,7.0,39.0,77.0,69.0,10.0
2019-09-04,9.0,42.0,108.0,62.0,4.0
2019-09-05,9.0,51.0,87.0,61.0,6.0
2019-09-06,8.0,41.0,67.0,59.0,1.0
2019-09-07,8.0,30.0,105.0,59.0,3.0
2019-09-08,5.0,23.0,67.0,55.0,1.0
2019-09-09,7.0,30.0,97.0,59.0,0.0
2019-09-10,5.0,33.0,50.0,59.0,0.0
2019-09-11,5.0,32.0,105.0,63.0,0.0
2019-09-12,9.0,44.0,115.0,67.0,3.0
2019-09-13,9.0,55.0,147.0,65.0,1.0
2019-09-14,9.0,44.0,185.0,66.0,3.0
2019-09-15,10.0,40.0,133.0,72.0,1.0
2019-09-16,7.0,39.0,58.0,65.0,1.0
2019-09-17,6.0,37.0,80.0,64.0,1.0
2019-09-18,7.0,36.0,80.0,54.0,3.0
2019-09-19,5.0,28.0,45.0,55.0,1.0
2019-09-20,7.0,26.0,54.0,57.0,3.0
2019-09-21,8.0,31.0,126.0,58.0,1.0
2019-09-22,9.0,35.0,100.0,59.0,3.0
2019-09-23,8.0,37.0,77.0,61.0,1.0
2019-09-24,9.0,48.0,108.0,63.0,7.0
2019-09-25,8.0,37.0,129.0,61.0,1.0
2019-09-26,5.0,27.0,47.0,59.0,1.0
2019-09-27,5.0,36.0,41.0,53.0,3.0
2019-09-28,5.0,19.0,33.0,43.0,1.0
2019-09-29,5.0,27.0,46.0,50.0,0.0
2019-09-30,10.0,39.0,44.0,56.0,3.0
2019-10-01,8.0,52.0,51.0,56.0,1.0
2019-10-02,13.0,58.0,87.0,68.0,6.0
2019-10-03,14.0,48.0,105.0,72.0,1.0
2019-10-04,11.0,46.0,100.0,64.0,1.0
2019-10-05,14.0,50.0,164.0,64.0,11.0
2019-10-06,18.0,38.0,192.0,71.0,6.0
2019-10-07,16.0,72.0,133.0,90.0,6.0
2019-10-08,13.0,58.0,87.0,69.0,7.0
2019-10-09,6.0,28.0,74.0,71.0,1.0
2019-10-10,7.0,52.0,67.0,72.0,1.0
2019-10-11,19.0,63.0,61.0,197.0,1.0
2019-10-12,17.0,47.0,101.0,96.0,4.0
2019-10-13,17.0,42.0,115.0,72.0,3.0
2019-10-14,9.0,44.0,87.0,71.0,1.0
2019-10-15,10.0,71.0,71.0,70.0,6.0
2019-10-16,18.0,89.0,50.0,75.0,6.0
2019-10-17,8.0,42.0,77.0,65.0,1.0
2019-10-18,8.0,42.0,48.0,57.0,3.0
2019-10-19,10.0,39.0,54.0,62.0,3.0
2019-10-20,10.0,41.0,93.0,58.0,7.0
2019-10-21,13.0,64.0,71.0,56.0,1.0
2019-10-22,16.0,78.0,71.0,59.0,4.0
2019-10-23,19.0,77.0,80.0,62.0,7.0
2019-10-24,23.0,96.0,54.0,69.0,11.0
2019-10-25,23.0,87.0,64.0,65.0,3.0
2019-10-26,19.0,51.0,80.0,58.0,3.0
2019-10-27,8.0,29.0,51.0,66.0,0.0
2019-10-28,10.0,54.0,51.0,69.0,3.0
2019-10-29,15.0,52.0,45.0,64.0,1.0
2019-10-30,10.0,51.0,43.0,60.0,0.0
2019-10-31,9.0,65.0,44.0,68.0,1.0
2019-11-01,11.0,62.0,45.0,66.0,3.0
2019-11-02,22.0,53.0,47.0,93.0,4.0
2019-11-03,18.0,51.0,77.0,88.0,3.0
2019-11-04,27.0,97.0,97.0,82.0,10.0
2019-11-05,16.0,69.0,71.0,75.0,9.0
2019-11-06,16.0,69.0,45.0,83.0,3.0
2019-11-07,11.0,57.0,61.0,121.0,1.0
2019-11-08,19.0,82.0,46.0,78.0,1.0
2019-11-09,26.0,50.0,44.0,70.0,4.0
2019-11-10,14.0,37.0,64.0,76.0,1.0
2019-11-11,8.0,45.0,61.0,95.0,3.0
2019-11-12,13.0,57.0,49.0,93.0,4.0
2019-11-13,14.0,55.0,50.0,95.0,7.0
2019-11-14,11.0,48.0,51.0,90.0,1.0
2019-11-15,11.0,42.0,44.0,79.0,1.0
2019-11-16,18.0,62.0,50.0,80.0,4.0
2019-11-17,25.0,58.0,50.0,72.0,4.0
2019-11-18,18.0,67.0,54.0,55.0,3.0
2019-11-19,17.0,74.0,42.0,65.0,4.0
2019-11-20,6.0,39.0,39.0,52.0,0.0
2019-11-21,9.0,42.0,35.0,55.0,0.0
2019-11-22,11.0,44.0,40.0,61.0,0.0
2019-11-23,11.0,44.0,41.0,79.0,4.0
2019-11-24,14.0,39.0,44.0,109.0,1.0
2019-11-25,17.0,43.0,43.0,93.0,1.0
2019-11-26,11.0,53.0,39.0,81.0,1.0
2019-11-27,9.0,52.0,39.0,69.0,0.0
2019-11-28,6.0,30.0,38.0,58.0,0.0
2019-11-29,9.0,34.0,37.0,70.0,0.0
2019-11-30,11.0,29.0,31.0,79.0,0.0
2019-12-01,13.0,37.0,31.0,64.0,1.0
2019-12-02,14.0,53.0,31.0,71.0,4.0
2019-12-03,26.0,57.0,29.0,90.0,3.0
2019-12-04,16.0,43.0,23.0,62.0,0.0
2019-12-05,18.0,42.0,30.0,61.0,0.0
2019-12-06,10.0,47.0,23.0,68.0,1.0
2019-12-07,10.0,33.0,26.0,57.0,1.0
2019-12-08,6.0,25.0,35.0,57.0,0.0
2019-12-09,10.0,42.0,39.0,125.0,4.0
2019-12-10,16.0,49.0,25.0,66.0,1.0
2019-12-11,22.0,50.0,28.0,73.0,4.0
2019-12-12,16.0,54.0,31.0,83.0,3.0
2019-12-13,17.0,52.0,31.0,96.0,1.0
2019-12-14,10.0,30.0,38.0,90.0,0.0
2019-12-15,13.0,34.0,40.0,48.0,0.0
2019-12-16,10.0,48.0,39.0,47.0,3.0
2019-12-17,11.0,54.0,37.0,44.0,1.0
2019-12-18,14.0,62.0,32.0,64.0,3.0
2019-12-19,20.0,61.0,37.0,79.0,3.0
2019-12-20,22.0,52.0,34.0,67.0,0.0
2019-12-21,28.0,43.0,31.0,76.0,1.0
2019-12-22,36.0,38.0,40.0,63.0,3.0
2019-12-23,8.0,36.0,35.0,43.0,0.0
2019-12-24,16.0,35.0,36.0,61.0,0.0
2019-12-25,13.0,25.0,38.0,66.0,1.0
2019-12-26,14.0,43.0,39.0,43.0,0.0
2019-12-27,18.0,38.0,34.0,73.0,1.0
2019-12-28,13.0,34.0,32.0,69.0,1.0
2019-12-29,16.0,33.0,32.0,84.0,3.0
2019-12-30,17.0,49.0,38.0,64.0,3.0
2019-12-31,22.0,49.0,38.0,80.0,1.0
2020-01-01,14.0,30.0,38.0,102.0,1.0
2020-01-02,15.0,46.0,36.0,75.0,3.0
2020-01-03,22.0,53.0,33.0,88.0,1.0
2020-01-04,35.0,46.0,35.0,104.0,1.0
2020-01-05,25.0,43.0,40.0,103.0,0.0
2020-01-06,20.0,67.0,42.0,75.0,3.0
2020-01-07,13.0,49.0,32.0,54.0,1.0
2020-01-08,16.0,42.0,34.0,64.0,0.0
2020-01-09,13.0,49.0,35.0,56.0,0.0
2020-01-10,17.0,46.0,31.0,70.0,1.0
2020-01-11,24.0,33.0,33.0,83.0,1.0
2020-01-12,15.0,33.0,39.0,79.0,0.0
2020-01-13,15.0,54.0,41.0,83.0,0.0
2020-01-14,20.0,50.0,37.0,87.0,6.0
2020-01-15,22.0,55.0,36.0,124.0,0.0
2020-01-16,19.0,40.0,39.0,92.0,0.0
2020-01-17,11.0,40.0,38.0,52.0,0.0
2020-01-18,15.0,46.0,40.0,66.0,0.0
2020-01-19,14.0,42.0,37.0,63.0,1.0
2020-01-20,16.0,37.0,34.0,73.0,0.0
2020-01-21,7.0,39.0,39.0,56.0,0.0
2020-01-22,14.0,51.0,36.0,64.0,1.0
2020-01-23,15.0,56.0,36.0,63.0,0.0
2020-01-24,24.0,56.0,32.0,72.0,3.0
2020-01-25,14.0,46.0,42.0,99.0,3.0
2020-01-26,9.0,37.0,44.0,130.0,1.0
2020-01-27,13.0,58.0,39.0,80.0,3.0
2020-01-28,14.0,58.0,42.0,62.0,6.0
2020-01-29,11.0,54.0,43.0,54.0,1.0
2020-01-30,17.0,52.0,40.0,64.0,0.0
2020-01-31,23.0,62.0,36.0,71.0,1.0
2020-02-01,24.0,41.0,47.0,64.0,1.0
2020-02-02,27.0,37.0,43.0,72.0,3.0
2020-02-03,6.0,43.0,45.0,34.0,0.0
2020-02-04,11.0,49.0,41.0,42.0,3.0
2020-02-05,16.0,49.0,32.0,57.0,1.0
2020-02-06,17.0,47.0,41.0,66.0,1.0
2020-02-07,22.0,54.0,43.0,79.0,1.0
2020-02-08,16.0,41.0,67.0,85.0,0.0
2020-02-09,7.0,28.0,42.0,61.0,0.0
2020-02-10,10.0,44.0,41.0,53.0,0.0
2020-02-11,11.0,42.0,44.0,54.0,0.0
2020-02-12,11.0,40.0,43.0,58.0,1.0
2020-02-13,13.0,41.0,45.0,67.0,0.0
2020-02-14,16.0,46.0,49.0,70.0,0.0
2020-02-15,17.0,39.0,61.0,77.0,3.0
2020-02-16,11.0,39.0,77.0,77.0,4.0
2020-02-17,14.0,42.0,71.0,75.0,4.0
2020-02-18,14.0,42.0,45.0,77.0,1.0
2020-02-19,7.0,40.0,49.0,85.0,1.0
2020-02-20,13.0,53.0,47.0,81.0,3.0
2020-02-21,16.0,47.0,58.0,73.0,1.0
2020-02-22,5.0,19.0,41.0,46.0,0.0
2020-02-23,7.0,25.0,47.0,59.0,0.0
2020-02-24,14.0,36.0,44.0,66.0,1.0
2020-02-25,16.0,66.0,46.0,66.0,1.0
2020-02-26,17.0,52.0,43.0,57.0,1.0
2020-02-27,14.0,53.0,43.0,62.0,3.0
2020-02-28,15.0,74.0,45.0,55.0,3.0
2020-02-29,8.0,34.0,50.0,56.0,1.0
2020-03-01,5.0,13.0,46.0,55.0,0.0
2020-03-02,7.0,40.0,44.0,46.0,0.0
2020-03-03,9.0,39.0,44.0,51.0,3.0
2020-03-04,10.0,34.0,44.0,63.0,1.0
2020-03-05,7.0,48.0,58.0,75.0,0.0
2020-03-06,9.0,39.0,58.0,71.0,3.0
2020-03-07,5.0,12.0,41.0,48.0,0.0
2020-03-08,6.0,26.0,42.0,36.0,1.0
2020-03-09,8.0,45.0,37.0,47.0,1.0
2020-03-10,3.0,22.0,28.0,31.0,1.0
2020-03-11,6.0,33.0,41.0,34.0,1.0
2020-03-12,10.0,42.0,31.0,53.0,0.0
2020-03-13,6.0,41.0,37.0,47.0,0.0
2020-03-14,6.0,25.0,41.0,45.0,0.0
2020-03-15,5.0,26.0,43.0,41.0,0.0
2020-03-16,7.0,39.0,38.0,48.0,1.0
2020-03-17,8.0,46.0,42.0,51.0,0.0
2020-03-18,8.0,48.0,44.0,55.0,0.0
2020-03-19,7.0,39.0,44.0,40.0,0.0
2020-03-20,6.0,32.0,43.0,33.0,0.0
2020-03-21,6.0,26.0,47.0,42.0,0.0
2020-03-22,9.0,21.0,43.0,43.0,0.0
2020-03-23,5.0,40.0,45.0,29.0,0.0
2020-03-24,7.0,28.0,43.0,36.0,0.0
2020-03-25,5.0,43.0,44.0,31.0,0.0
2020-03-26,5.0,42.0,45.0,33.0,0.0
2020-03-27,6.0,48.0,47.0,48.0,0.0
2020-03-28,6.0,25.0,51.0,53.0,0.0
2020-03-29,6.0,24.0,51.0,55.0,0.0
2020-03-30,6.0,36.0,54.0,52.0,0.0
2020-03-31,11.0,46.0,74.0,58.0,0.0
2020-04-01,6.0,31.0,67.0,61.0,0.0
2020-04-02,3.0,19.0,49.0,56.0,0.0
2020-04-03,5.0,26.0,54.0,58.0,0.0
2020-04-04,5.0,26.0,50.0,58.0,0.0
2020-04-05,3.0,8.0,37.0,43.0,0.0
2020-04-06,5.0,36.0,41.0,29.0,0.0
2020-04-07,5.0,38.0,40.0,34.0,0.0
2020-04-08,5.0,51.0,43.0,34.0,0.0
2020-04-09,5.0,16.0,35.0,32.0,0.0
2020-04-10,5.0,36.0,42.0,34.0,0.0
2020-04-11,6.0,28.0,49.0,52.0,0.0
2020-04-12,3.0,9.0,39.0,52.0,0.0
2020-04-13,3.0,35.0,38.0,41.0,0.0
2020-04-14,7.0,43.0,51.0,55.0,0.0
2020-04-15,9.0,50.0,74.0,57.0,1.0
2020-04-16,6.0,36.0,71.0,59.0,0.0
2020-04-17,5.0,25.0,43.0,50.0,0.0
2020-04-18,3.0,10.0,40.0,50.0,0.0
2020-04-19,3.0,10.0,44.0,52.0,0.0
2020-04-20,3.0,42.0,42.0,53.0,0.0
2020-04-21,5.0,28.0,47.0,55.0,3.0
2020-04-22,7.0,45.0,100.0,59.0,1.0
2020-04-23,6.0,37.0,140.0,62.0,1.0
2020-04-24,7.0,61.0,143.0,62.0,1.0
2020-04-25,6.0,28.0,182.0,62.0,1.0
2020-04-26,7.0,28.0,166.0,65.0,0.0
2020-04-27,6.0,30.0,108.0,67.0,0.0
2020-04-28,6.0,30.0,185.0,69.0,0.0
2020-04-29,5.0,28.0,147.0,72.0,0.0
2020-04-30,5.0,40.0,143.0,73.0,0.0
2020-05-01,5.0,29.0,97.0,68.0,0.0
2020-05-02,5.0,19.0,90.0,62.0,1.0
2020-05-03,5.0,16.0,61.0,59.0,0.0
2020-05-04,5.0,39.0,115.0,63.0,1.0
2020-05-05,7.0,56.0,159.0,62.0,1.0
2020-05-06,8.0,47.0,206.0,63.0,3.0
2020-05-07,8.0,43.0,203.0,65.0,3.0
2020-05-08,7.0,38.0,185.0,75.0,1.0
2020-05-09,6.0,23.0,143.0,76.0,0.0
2020-05-10,6.0,13.0,97.0,70.0,0.0
2020-05-11,5.0,39.0,80.0,61.0,0.0
2020-05-12,6.0,25.0,39.0,51.0,0.0
2020-05-13,5.0,26.0,49.0,45.0,1.0
2020-05-14,5.0,25.0,48.0,54.0,0.0
2020-05-15,3.0,21.0,87.0,57.0,0.0
2020-05-16,5.0,26.0,140.0,63.0,0.0
2020-05-17,5.0,17.0,77.0,59.0,0.0
2020-05-18,2.0,26.0,39.0,44.0,0.0
2020-05-19,2.0,32.0,45.0,42.0,0.0
2020-05-20,3.0,32.0,54.0,52.0,0.0
2020-05-21,5.0,39.0,97.0,57.0,0.0
2020-05-22,3.0,25.0,64.0,70.0,0.0
2020-05-23,3.0,17.0,71.0,73.0,0.0
2020-05-24,5.0,19.0,108.0,74.0,0.0
2020-05-25,5.0,21.0,140.0,77.0,0.0
2020-05-26,7.0,38.0,147.0,79.0,0.0
2020-05-27,5.0,28.0,136.0,69.0,0.0
2020-05-28,5.0,26.0,161.0,67.0,0.0
2020-05-29,3.0,18.0,64.0,59.0,0.0
2020-05-30,2.0,15.0,42.0,61.0,0.0
2020-05-31,3.0,19.0,54.0,56.0,1.0
2020-06-01,6.0,38.0,71.0,57.0,0.0
2020-06-02,5.0,28.0,122.0,63.0,4.0
2020-06-03,6.0,38.0,129.0,65.0,0.0
2020-06-04,3.0,19.0,108.0,66.0,0.0
2020-06-05,2.0,17.0,35.0,56.0,0.0
2020-06-06,2.0,13.0,38.0,51.0,0.0
2020-06-07,3.0,18.0,48.0,54.0,0.0
2020-06-08,6.0,43.0,74.0,48.0,0.0
2020-06-09,8.0,55.0,80.0,52.0,0.0
2020-06-10,13.0,56.0,143.0,62.0,1.0
2020-06-11,7.0,41.0,161.0,60.0,1.0
2020-06-12,3.0,22.0,77.0,60.0,0.0
2020-06-13,3.0,17.0,61.0,57.0,0.0
2020-06-14,3.0,21.0,77.0,57.0,0.0
2020-06-15,5.0,28.0,112.0,60.0,0.0
2020-06-16,3.0,31.0,61.0,61.0,0.0
2020-06-17,2.0,14.0,71.0,60.0,0.0
2020-06-18,3.0,35.0,64.0,59.0,0.0
2020-06-19,3.0,23.0,97.0,62.0,0.0
2020-06-20,3.0,21.0,77.0,63.0,0.0
2020-06-21,3.0,9.0,105.0,63.0,0.0
2020-06-22,3.0,27.0,154.0,68.0,0.0
2020-06-23,3.0,31.0,159.0,71.0,0.0
2020-06-24,3.0,36.0,156.0,65.0,0.0
2020-06-25,3.0,30.0,112.0,63.0,0.0
2020-06-26,3.0,37.0,126.0,59.0,0.0
2020-06-27,3.0,18.0,119.0,60.0,0.0
2020-06-28,2.0,7.0,40.0,44.0,1.0
2020-06-29,2.0,30.0,44.0,48.0,0.0
2020-06-30,3.0,34.0,80.0,57.0,0.0
2020-07-01,2.0,26.0,77.0,62.0,0.0
2020-07-02,3.0,21.0,100.0,61.0,0.0
2020-07-03,5.0,33.0,129.0,58.0,0.0
2020-07-04,6.0,26.0,101.0,175.0,4.0
2020-07-05,7.0,25.0,150.0,250.0,4.0
2020-07-06,7.0,35.0,140.0,73.0,1.0
2020-07-07,5.0,37.0,129.0,72.0,1.0
2020-07-08,3.0,31.0,105.0,72.0,0.0
2020-07-09,5.0,30.0,156.0,70.0,0.0
2020-07-10,5.0,43.0,204.0,73.0,0.0
2020-07-11,7.0,33.0,177.0,63.0,0.0
2020-07-12,5.0,24.0,172.0,64.0,0.0
2020-07-13,5.0,25.0,112.0,73.0,1.0
2020-07-14,3.0,26.0,90.0,67.0,1.0
2020-07-15,3.0,31.0,101.0,62.0,0.0
2020-07-16,3.0,31.0,108.0,60.0,0.0
2020-07-17,3.0,40.0,136.0,57.0,0.0
2020-07-18,3.0,21.0,122.0,53.0,0.0
2020-07-19,5.0,16.0,97.0,55.0,1.0
2020-07-20,5.0,29.0,133.0,58.0,0.0
2020-07-21,5.0,32.0,143.0,64.0,0.0
2020-07-22,3.0,28.0,100.0,59.0,0.0
2020-07-23,3.0,23.0,80.0,62.0,0.0
2020-07-24,3.0,34.0,115.0,62.0,0.0
2020-07-25,3.0,19.0,140.0,62.0,0.0
2020-07-26,5.0,20.0,143.0,60.0,0.0
2020-07-27,5.0,36.0,97.0,62.0,0.0
2020-07-28,6.0,32.0,129.0,62.0,0.0
2020-07-29,5.0,41.0,164.0,65.0,0.0
2020-07-30,6.0,38.0,161.0,65.0,0.0
2020-07-31,11.0,46.0,187.0,66.0,3.0
2020-08-01,7.0,42.0,161.0,74.0,1.0
2020-08-02,6.0,25.0,140.0,73.0,1.0
2020-08-03,5.0,30.0,200.0,74.0,1.0
2020-08-04,6.0,31.0,122.0,71.0,0.0
2020-08-05,3.0,37.0,97.0,66.0,0.0
2020-08-06,3.0,32.0,61.0,62.0,0.0
2020-08-07,5.0,26.0,93.0,63.0,0.0
2020-08-08,6.0,29.0,112.0,66.0,1.0
2020-08-09,5.0,18.0,105.0,62.0,0.0
2020-08-10,5.0,34.0,87.0,60.0,0.0
2020-08-11,6.0,37.0,112.0,56.0,0.0
2020-08-12,9.0,50.0,147.0,59.0,0.0
2020-08-13,7.0,54.0,166.0,69.0,0.0
2020-08-14,10.0,56.0,204.0,111.0,1.0
2020-08-15,10.0,43.0,220.0,85.0,1.0
2020-08-16,13.0,28.0,93.0,133.0,1.0
2020-08-17,8.0,43.0,164.0,94.0,1.0
2020-08-18,8.0,58.0,222.0,102.0,0.0
2020-08-19,8.0,44.0,217.0,98.0,1.0
2020-08-20,8.0,52.0,218.0,154.0,0.0
2020-08-21,13.0,48.0,192.0,164.0,1.0
2020-08-22,7.0,30.0,126.0,84.0,0.0
2020-08-23,6.0,15.0,71.0,77.0,0.0
2020-08-24,5.0,29.0,90.0,66.0,0.0
2020-08-25,8.0,36.0,74.0,64.0,0.0
2020-08-26,9.0,36.0,97.0,61.0,0.0
2020-08-27,9.0,49.0,129.0,72.0,1.0
2020-08-28,7.0,38.0,112.0,66.0,1.0
2020-08-29,5.0,21.0,115.0,60.0,0.0
2020-08-30,3.0,14.0,115.0,60.0,0.0
2020-08-31,5.0,36.0,115.0,60.0,0.0
2020-09-01,5.0,34.0,100.0,62.0,0.0
2020-09-02,6.0,37.0,150.0,60.0,1.0
2020-09-03,7.0,43.0,201.0,76.0,1.0
2020-09-04,11.0,58.0,220.0,82.0,3.0
2020-09-05,13.0,54.0,235.0,86.0,1.0
2020-09-06,16.0,43.0,214.0,84.0,3.0
2020-09-07,11.0,39.0,90.0,164.0,3.0
2020-09-08,5.0,30.0,51.0,127.0,0.0
2020-09-09,11.0,45.0,47.0,136.0,0.0
2020-09-10,19.0,54.0,35.0,160.0,1.0
2020-09-11,22.0,90.0,108.0,223.0,0.0
2020-09-12,25.0,65.0,101.0,189.0,1.0
2020-09-13,17.0,36.0,159.0,170.0,0.0
2020-09-14,23.0,57.0,197.0,162.0,0.0
2020-09-15,19.0,77.0,161.0,191.0,0.0
2020-09-16,24.0,100.0,154.0,162.0,0.0
2020-09-17,16.0,68.0,133.0,92.0,0.0
2020-09-18,14.0,55.0,156.0,86.0,1.0
2020-09-19,11.0,43.0,147.0,100.0,1.0
2020-09-20,10.0,29.0,119.0,83.0,1.0
2020-09-21,6.0,38.0,100.0,77.0,0.0
2020-09-22,7.0,42.0,122.0,73.0,0.0
2020-09-23,10.0,45.0,126.0,80.0,0.0
2020-09-24,10.0,52.0,201.0,95.0,1.0
2020-09-25,9.0,35.0,136.0,76.0,0.0
2020-09-26,7.0,27.0,151.0,81.0,0.0
2020-09-27,6.0,18.0,154.0,74.0,0.0
2020-09-28,7.0,45.0,179.0,85.0,0.0
2020-09-29,9.0,55.0,150.0,68.0,0.0
2020-09-30,19.0,96.0,161.0,69.0,1.0
2020-10-01,17.0,55.0,172.0,87.0,1.0
2020-10-02,11.0,62.0,204.0,90.0,3.0
2020-10-03,11.0,50.0,210.0,112.0,1.0
2020-10-04,11.0,43.0,177.0,127.0,0.0
2020-10-05,14.0,62.0,151.0,121.0,0.0
2020-10-06,14.0,58.0,159.0,112.0,0.0
2020-10-07,11.0,55.0,133.0,95.0,0.0
2020-10-08,5.0,36.0,77.0,86.0,0.0
2020-10-09,6.0,42.0,74.0,80.0,0.0
2020-10-10,5.0,22.0,80.0,72.0,0.0
2020-10-11,8.0,21.0,87.0,66.0,1.0
2020-10-12,11.0,68.0,100.0,67.0,0.0
2020-10-13,16.0,77.0,100.0,73.0,1.0
2020-10-14,24.0,70.0,164.0,76.0,9.0
2020-10-15,11.0,99.0,185.0,76.0,0.0
2020-10-16,13.0,61.0,169.0,74.0,3.0
2020-10-17,14.0,44.0,119.0,69.0,1.0
2020-10-18,9.0,31.0,159.0,83.0,0.0
2020-10-19,6.0,35.0,126.0,80.0,0.0
2020-10-20,6.0,43.0,129.0,88.0,0.0
2020-10-21,7.0,43.0,119.0,100.0,0.0
2020-10-22,6.0,33.0,48.0,74.0,0.0
2020-10-23,6.0,30.0,48.0,65.0,0.0
2020-10-24,5.0,32.0,38.0,60.0,0.0
2020-10-25,5.0,25.0,39.0,49.0,0.0
2020-10-26,14.0,74.0,50.0,90.0,1.0
2020-10-27,19.0,87.0,97.0,155.0,3.0
2020-10-28,14.0,65.0,90.0,96.0,1.0
2020-10-29,18.0,85.0,97.0,92.0,1.0
2020-10-30,20.0,66.0,67.0,81.0,1.0
2020-10-31,15.0,58.0,93.0,88.0,4.0
2020-11-01,14.0,54.0,87.0,80.0,0.0
2020-11-02,15.0,50.0,84.0,80.0,1.0
2020-11-03,10.0,56.0,90.0,114.0,0.0
2020-11-04,20.0,70.0,87.0,95.0,0.0
2020-11-05,22.0,60.0,36.0,78.0,0.0
2020-11-06,17.0,42.0,43.0,61.0,0.0
2020-11-07,5.0,24.0,44.0,52.0,0.0
2020-11-08,7.0,26.0,42.0,57.0,0.0
2020-11-09,10.0,35.0,40.0,57.0,0.0
2020-11-10,15.0,40.0,40.0,63.0,0.0
2020-11-11,17.0,44.0,40.0,70.0,1.0
2020-11-12,20.0,53.0,50.0,83.0,1.0
2020-11-13,11.0,49.0,44.0,78.0,3.0
2020-11-14,13.0,42.0,46.0,81.0,3.0
2020-11-15,27.0,42.0,46.0,87.0,4.0
2020-11-16,19.0,62.0,44.0,60.0,3.0
2020-11-17,23.0,54.0,44.0,72.0,1.0
2020-11-18,14.0,47.0,36.0,68.0,1.0
2020-11-19,9.0,39.0,40.0,65.0,0.0
2020-11-20,17.0,65.0,41.0,88.0,0.0
2020-11-21,23.0,51.0,41.0,95.0,3.0
2020-11-22,28.0,41.0,49.0,103.0,3.0
2020-11-23,14.0,37.0,39.0,87.0,0.0
2020-11-24,11.0,55.0,43.0,77.0,0.0
2020-11-25,18.0,61.0,47.0,81.0,1.0
2020-11-26,17.0,38.0,46.0,84.0,4.0
2020-11-27,20.0,49.0,38.0,86.0,3.0
2020-11-28,22.0,42.0,39.0,69.0,1.0
2020-11-29,24.0,39.0,42.0,70.0,1.0
2020-11-30,23.0,79.0,38.0,74.0,4.0
2020-12-01,26.0,74.0,38.0,83.0,3.0
2020-12-02,25.0,72.0,46.0,94.0,3.0
2020-12-03,27.0,85.0,44.0,109.0,0.0
2020-12-04,27.0,71.0,42.0,74.0,1.0
2020-12-05,31.0,68.0,39.0,108.0,1.0
2020-12-06,26.0,48.0,44.0,109.0,0.0
2020-12-07,27.0,81.0,43.0,93.0,3.0
2020-12-08,28.0,85.0,42.0,65.0,1.0
