date,pblh_mean,pblh_min,pblh_max,pblh_night,pblh_range,t850_mean,slp_mean,tqv_mean,inversion_strength,inversion_strength_max,ventilation_index,ventilation_index_min,t850_max
2016-02-08,405.30017,63.883102,1250.3965,558.263,1186.5134,14.268846,1020.69556,7.800669,-2.2651074418334964,-9.134338208984374,2045.8054232221314,322.45828341801297,15.071686
2016-02-09,363.51953,64.21423,1256.3314,553.92474,1192.1172,16.08705,1020.153,5.822119,-1.1592905157470703,-8.729949570312499,1262.20321030625,222.9630173216797,17.085815
2016-02-10,323.0848,64.608,1263.1401,481.5746,1198.5321,17.448792,1019.2142,5.394731,-0.22784949609375005,-7.286346560546875,793.9950030168092,158.77698110870364,18.05545
2016-02-11,376.95276,64.51716,1304.324,559.6226,1239.8068,17.785585,1018.0777,5.519306,0.0013584034423814728,-7.668030046875,917.9235433902833,157.10673915123596,18.083252
2016-02-12,678.1634,401.75204,1370.4468,862.59985,968.6947,17.330343,1018.0114,5.988129,-0.7262767535400378,-6.800872966796874,1293.900146666107,766.5218092627716,18.146759
2016-02-13,479.20963,70.64242,1432.6416,715.6235,1361.9991,16.663282,1017.1198,6.7500763,-0.83456760559082,-5.8407900136718744,721.945401873706,106.42517616321412,17.714386
2016-02-14,379.7889,63.50206,1355.6482,567.37836,1292.1461,16.585588,1016.51416,7.761198,0.22253445520019355,-7.609894072265625,1486.6438100154114,248.57214590522764,17.2247
2016-02-15,433.0363,64.532265,1474.5851,617.27637,1410.0529,16.67045,1015.67303,11.030383,-2.167691789428712,-8.63494890625,1758.5387031967164,262.06230037193296,17.974121
2016-02-16,409.25565,64.68245,1447.5157,572.66724,1382.8333,17.550856,1012.50616,7.321535,-1.5190353634033187,-7.9645686660156265,994.2906839108276,157.14665749801637,19.133392
2016-02-17,358.39734,63.95198,982.32074,465.14465,918.3688,15.639018,1009.30414,9.208535,-1.3841089412231433,-3.212280203125001,1127.4201856026611,201.1754720480194,19.225342
