date,daily_aqi,n_monitor_readings,n_sites,pollutants_used,dominant_pollutant,dominant_site
2018-03-27,52,33,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-03-28,62,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-03-29,84,23,16,"Ozone,PM2.5",Ozone,Reseda
2018-03-30,105,30,17,"Ozone,PM2.5",Ozone,Reseda
2018-03-31,91,22,14,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-04-01,85,24,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-04-02,76,34,17,"Ozone,PM2.5",PM2.5,Reseda
2018-04-03,70,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-04-04,83,24,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-04-05,101,30,17,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-04-06,67,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-04-07,61,23,16,"Ozone,PM2.5",PM2.5,Reseda
2018-04-08,60,35,17,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-04-09,87,24,16,"Ozone,PM2.5",Ozone,Azusa
2018-04-10,101,23,16,"Ozone,PM2.5",Ozone,Azusa
2018-04-11,71,29,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-04-12,58,22,16,"Ozone,PM2.5",Ozone,Azusa
2018-04-13,58,23,15,"Ozone,PM2.5",Ozone,Reseda
2018-04-14,112,34,17,"Ozone,PM2.5",Ozone,Azusa
2018-04-15,87,23,16,"Ozone,PM2.5",Ozone,Azusa
2018-04-16,61,23,16,"Ozone,PM2.5",PM2.5,Reseda
2018-04-17,61,26,16,"Ozone,PM2.5",Ozone,Reseda
2018-04-18,87,22,15,"Ozone,PM2.5",Ozone,Reseda
2018-04-19,55,22,15,"Ozone,PM2.5",PM2.5,Reseda
2018-04-20,63,31,16,"Ozone,PM2.5",PM2.5,Reseda
2018-04-21,87,22,15,"Ozone,PM2.5",Ozone,Reseda
2018-04-22,105,23,15,"Ozone,PM2.5",Ozone,Azusa
2018-04-23,101,28,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-04-24,108,23,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-04-25,112,23,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-04-26,74,32,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-04-27,73,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-04-28,66,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-04-29,63,29,17,"Ozone,PM2.5",PM2.5,Reseda
2018-04-30,64,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-05-01,69,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-05-02,70,35,17,"Ozone,PM2.5",PM2.5,Reseda
2018-05-03,69,23,15,"Ozone,PM2.5",PM2.5,Reseda
2018-05-04,105,24,16,"Ozone,PM2.5",Ozone,Reseda
2018-05-05,133,29,17,"Ozone,PM2.5",Ozone,Azusa
2018-05-06,108,23,15,"Ozone,PM2.5",Ozone,Azusa
2018-05-07,108,23,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-05-08,164,34,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-05-09,122,22,15,"Ozone,PM2.5",Ozone,Santa Clarita
2018-05-10,87,24,16,"Ozone,PM2.5",Ozone,Glendora
2018-05-11,68,28,17,"Ozone,PM2.5",PM2.5,Reseda
2018-05-12,61,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-05-13,61,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-05-14,65,35,17,"Ozone,PM2.5",PM2.5,Reseda
2018-05-15,77,22,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-05-16,71,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-05-17,64,29,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-05-18,73,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-05-19,78,23,16,"Ozone,PM2.5",PM2.5,Reseda
2018-05-20,72,34,17,"Ozone,PM2.5",PM2.5,Reseda
2018-05-21,66,23,16,"Ozone,PM2.5",PM2.5,Reseda
2018-05-22,67,22,15,"Ozone,PM2.5",PM2.5,Reseda
2018-05-23,67,28,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-05-24,64,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-05-25,56,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-05-26,61,35,17,"Ozone,PM2.5",PM2.5,Reseda
2018-05-27,72,23,16,"Ozone,PM2.5",PM2.5,Reseda
2018-05-28,90,24,16,"Ozone,PM2.5",Ozone,Azusa
2018-05-29,93,30,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-05-30,63,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-05-31,62,23,15,"Ozone,PM2.5",PM2.5,Reseda
2018-06-01,87,33,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-02,136,24,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-06-03,133,23,15,"Ozone,PM2.5",Ozone,Reseda
2018-06-04,129,30,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-05,83,23,16,"Ozone,PM2.5",PM2.5,Reseda
2018-06-06,84,22,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-07,105,33,17,"Ozone,PM2.5",Ozone,Reseda
2018-06-08,140,22,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-06-09,122,22,15,"Ozone,PM2.5",Ozone,Azusa
2018-06-10,101,28,17,"Ozone,PM2.5",Ozone,Azusa
2018-06-11,140,22,16,"Ozone,PM2.5",Ozone,Glendora
2018-06-12,119,21,16,"Ozone,PM2.5",Ozone,Glendora
2018-06-13,126,32,16,"Ozone,PM2.5",Ozone,Reseda
2018-06-14,108,21,15,"Ozone,PM2.5",Ozone,Reseda
2018-06-15,76,22,16,"Ozone,PM2.5",PM2.5,Reseda
2018-06-16,72,29,17,"Ozone,PM2.5",PM2.5,Reseda
2018-06-17,64,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-06-18,74,23,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-19,115,32,15,"Ozone,PM2.5",Ozone,Santa Clarita
2018-06-20,172,24,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-06-21,172,24,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-06-22,185,29,17,"Ozone,PM2.5",Ozone,Glendora
2018-06-23,126,25,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-24,122,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-25,126,35,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-26,126,23,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-27,115,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-28,115,28,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-29,93,23,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-06-30,101,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-01,90,33,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-02,93,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-03,84,23,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-04,118,28,16,"Ozone,PM2.5",PM2.5,Pico Rivera #2
2018-07-05,172,24,16,"Ozone,PM2.5",PM2.5,Glendora
2018-07-06,147,23,16,"Ozone,PM2.5",Ozone,Glendora
2018-07-07,185,34,17,"Ozone,PM2.5",Ozone,Azusa
2018-07-08,122,23,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-07-09,108,23,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-07-10,108,28,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-11,90,23,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-12,61,22,15,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-07-13,80,31,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-07-14,87,22,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-15,93,21,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-16,97,26,17,"Ozone,PM2.5",Ozone,Santa Clarita
2018-07-17,129,22,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-18,115,22,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-19,122,33,17,"Ozone,PM2.5",Ozone,Santa Clarita
2018-07-20,84,22,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-21,67,24,16,"Ozone,PM2.5",Ozone,Glendora
2018-07-22,74,28,17,"Ozone,PM2.5",Ozone,Azusa
2018-07-23,150,24,16,"Ozone,PM2.5",Ozone,Glendora
2018-07-24,195,23,16,"Ozone,PM2.5",Ozone,Glendora
2018-07-25,185,32,17,"Ozone,PM2.5",Ozone,Santa Clarita
2018-07-26,190,23,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-07-27,172,22,16,"Ozone,PM2.5",Ozone,Azusa
2018-07-28,136,28,17,"Ozone,PM2.5",Ozone,Santa Clarita
2018-07-29,108,23,16,"Ozone,PM2.5",Ozone,Azusa
2018-07-30,122,23,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-07-31,97,31,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-08-01,80,19,12,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-02,115,20,13,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-03,112,29,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-04,154,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-05,151,24,16,"Ozone,PM2.5",Ozone,Glendora
2018-08-06,197,34,17,"Ozone,PM2.5",Ozone,Glendora
2018-08-07,201,22,14,"Ozone,PM2.5",Ozone,Santa Clarita
2018-08-08,112,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-09,172,29,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-10,93,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-11,74,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-12,90,35,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-13,87,23,15,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-14,80,23,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-15,100,30,17,"Ozone,PM2.5",Ozone,Santa Clarita
2018-08-16,97,23,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-08-17,129,23,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-08-18,126,34,17,"Ozone,PM2.5",Ozone,Santa Clarita
2018-08-19,136,23,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-08-20,101,22,16,"Ozone,PM2.5",Ozone,Glendora
2018-08-21,112,29,17,"Ozone,PM2.5",Ozone,Azusa
2018-08-22,93,22,15,"Ozone,PM2.5",Ozone,Glendora
2018-08-23,93,23,16,"Ozone,PM2.5",Ozone,Glendora
2018-08-24,126,32,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-08-25,147,21,15,"Ozone,PM2.5",Ozone,Azusa
2018-08-26,133,22,16,"Ozone,PM2.5",Ozone,Azusa
2018-08-27,119,28,17,"Ozone,PM2.5",Ozone,Santa Clarita
2018-08-28,101,20,16,"Ozone,PM2.5",Ozone,Azusa
2018-08-29,71,23,15,"Ozone,PM2.5",Ozone,Santa Clarita
2018-08-30,97,33,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-08-31,164,23,15,"Ozone,PM2.5",Ozone,Santa Clarita
2018-09-01,115,24,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-09-02,101,30,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-09-03,84,24,16,"Ozone,PM2.5",Ozone,Azusa
2018-09-04,97,22,14,"Ozone,PM2.5",Ozone,Santa Clarita
2018-09-05,90,35,17,"Ozone,PM2.5",Ozone,Santa Clarita
2018-09-06,97,22,15,"Ozone,PM2.5",Ozone,Reseda
2018-09-07,147,22,15,"Ozone,PM2.5",Ozone,Santa Clarita
2018-09-08,192,30,17,"Ozone,PM2.5",Ozone,Glendora
2018-09-09,143,23,16,"Ozone,PM2.5",Ozone,Azusa
2018-09-10,126,24,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-09-11,122,35,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-09-12,115,24,16,"Ozone,PM2.5",Ozone,Santa Clarita
2018-09-13,93,24,16,"Ozone,PM2.5",Ozone,Reseda
2018-09-14,67,27,16,"Ozone,PM2.5",Ozone,Pomona
2018-09-15,93,24,16,"Ozone,PM2.5",Ozone,Azusa
2018-09-16,87,24,16,"Ozone,PM2.5",Ozone,Azusa
2018-09-17,87,33,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-09-18,105,23,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-09-19,133,23,15,"Ozone,PM2.5",Ozone,Santa Clarita
2018-09-20,108,29,17,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2018-09-21,105,23,15,"Ozone,PM2.5",Ozone,Reseda
2018-09-22,115,24,16,"Ozone,PM2.5",Ozone,Glendora
2018-09-23,97,34,17,"Ozone,PM2.5",Ozone,Azusa
2018-09-24,66,23,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-09-25,74,23,16,"Ozone,PM2.5",PM2.5,Glendora
2018-09-26,112,29,16,"Ozone,PM2.5",Ozone,Reseda
2018-09-27,150,22,15,"Ozone,PM2.5",Ozone,Reseda
2018-09-28,100,24,16,"Ozone,PM2.5",Ozone,Azusa
2018-09-29,64,35,17,"Ozone,PM2.5",Ozone,Azusa
2018-09-30,58,23,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-10-01,71,23,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-10-02,54,30,17,"Ozone,PM2.5",PM2.5,Glendora
2018-10-03,52,23,15,"Ozone,PM2.5",PM2.5,Glendora
2018-10-04,43,24,16,"Ozone,PM2.5",PM2.5,Glendora
2018-10-05,53,35,17,"Ozone,PM2.5",PM2.5,Glendora
2018-10-06,59,24,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-10-07,58,24,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-10-08,58,30,17,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-10-09,57,23,15,"Ozone,PM2.5",PM2.5,Glendora
2018-10-10,55,23,16,"Ozone,PM2.5",PM2.5,Glendora
2018-10-11,57,35,17,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-10-12,58,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-10-13,52,24,16,"Ozone,PM2.5",PM2.5,Glendora
2018-10-14,59,30,17,"Ozone,PM2.5",PM2.5,Glendora
2018-10-15,54,22,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-10-16,63,23,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-10-17,61,33,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-10-18,66,21,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-10-19,60,21,16,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-10-20,67,29,17,"Ozone,PM2.5",Ozone,Reseda
2018-10-21,90,23,16,"Ozone,PM2.5",Ozone,Azusa
2018-10-22,74,23,16,"Ozone,PM2.5",Ozone,Reseda
2018-10-23,83,32,17,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-10-24,71,21,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-10-25,100,23,16,"Ozone,PM2.5",Ozone,Reseda
2018-10-26,101,29,17,"Ozone,PM2.5",Ozone,Reseda
2018-10-27,126,23,16,"Ozone,PM2.5",Ozone,Reseda
2018-10-28,129,23,16,"Ozone,PM2.5",Ozone,Reseda
2018-10-29,133,34,17,"Ozone,PM2.5",Ozone,Reseda
2018-10-30,75,23,16,"Ozone,PM2.5",PM2.5,Glendora
2018-10-31,66,23,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-11-01,62,28,17,"Ozone,PM2.5",PM2.5,Compton
2018-11-02,67,22,15,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-11-03,70,23,16,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-11-04,90,34,17,"Ozone,PM2.5",Ozone,Reseda
2018-11-05,74,23,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-11-06,64,23,16,"Ozone,PM2.5",PM2.5,Glendora
2018-11-07,66,29,17,"Ozone,PM2.5",PM2.5,Reseda
2018-11-08,74,23,16,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-11-09,59,23,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-11-10,117,33,17,"Ozone,PM2.5",PM2.5,Reseda
2018-11-11,122,22,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-11-12,65,22,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-11-13,59,28,17,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-11-14,58,23,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-11-15,56,23,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-11-16,73,34,17,"Ozone,PM2.5",PM2.5,Compton
2018-11-17,80,23,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-11-18,112,23,16,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-11-19,130,29,17,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-11-20,102,23,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-11-21,83,23,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-11-22,59,33,16,"Ozone,PM2.5",PM2.5,Compton
2018-11-23,63,23,16,"Ozone,PM2.5",PM2.5,Reseda
2018-11-24,65,23,16,"Ozone,PM2.5",PM2.5,Glendora
2018-11-25,64,28,17,"Ozone,PM2.5",PM2.5,Compton
2018-11-26,55,23,16,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-11-27,57,22,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-11-28,60,34,17,"Ozone,PM2.5",PM2.5,Reseda
2018-11-29,39,19,12,"Ozone,PM2.5",Ozone,LAX Hastings
2018-11-30,48,20,13,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-01,55,29,17,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-12-02,45,22,15,"Ozone,PM2.5",PM2.5,Glendora
2018-12-03,61,22,15,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-12-04,53,32,16,"Ozone,PM2.5",PM2.5,Reseda
2018-12-05,44,18,13,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-12-06,36,22,15,"Ozone,PM2.5",PM2.5,Glendora
2018-12-07,52,27,16,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-12-08,62,22,15,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-12-09,66,23,16,"Ozone,PM2.5",PM2.5,Reseda
2018-12-10,68,34,17,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-11,83,21,14,"Ozone,PM2.5",PM2.5,Long Beach (North)
2018-12-12,80,23,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-13,82,29,17,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-14,74,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-15,134,25,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-16,91,35,17,"Ozone,PM2.5",PM2.5,Compton
2018-12-17,64,24,16,"Ozone,PM2.5",PM2.5,Reseda
2018-12-18,61,23,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-19,85,26,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-20,86,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-21,83,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-22,102,35,17,"Ozone,PM2.5",PM2.5,Pico Rivera #2
2018-12-23,121,24,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2018-12-24,130,24,16,"Ozone,PM2.5",PM2.5,Long Beach (South)
2018-12-25,51,30,17,"Ozone,PM2.5",PM2.5,Glendora
2018-12-26,65,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-27,55,23,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-28,53,35,17,"Ozone,PM2.5",PM2.5,Compton
2018-12-29,77,23,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-30,97,23,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2018-12-31,64,16,13,PM2.5,PM2.5,Compton
2019-01-01,71,24,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2019-01-02,93,20,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-03,71,33,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-04,87,23,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-05,85,23,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-06,58,27,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-07,57,23,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-08,66,23,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-09,77,32,16,"Ozone,PM2.5",PM2.5,Compton
2019-01-10,71,20,14,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-11,92,22,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-12,57,29,16,"Ozone,PM2.5",PM2.5,Long Beach (North)
2019-01-13,70,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-14,58,24,16,"Ozone,PM2.5",PM2.5,Reseda
2019-01-15,55,35,17,"Ozone,PM2.5",PM2.5,Reseda
2019-01-16,33,24,16,"Ozone,PM2.5",PM2.5,Glendora
2019-01-17,36,22,15,"Ozone,PM2.5",PM2.5,Glendora
2019-01-18,62,29,17,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-19,58,23,15,"Ozone,PM2.5",PM2.5,Long Beach (South)
2019-01-20,54,23,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-21,40,34,16,"Ozone,PM2.5",Ozone,Azusa
2019-01-22,57,22,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-23,65,22,14,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-24,69,27,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-25,60,21,14,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-26,66,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-27,84,35,17,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-28,106,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-01-29,95,24,16,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2019-01-30,75,30,17,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2019-01-31,70,23,16,"Ozone,PM2.5",PM2.5,Glendora
2019-02-01,52,23,15,"Ozone,PM2.5",PM2.5,Reseda
2019-02-02,41,33,16,"Ozone,PM2.5",Ozone,Lancaster-Division Street
2019-02-03,44,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-04,42,24,16,"Ozone,PM2.5",Ozone,LAX Hastings
2019-02-05,41,28,16,"Ozone,PM2.5",Ozone,LAX Hastings
2019-02-06,39,24,16,"Ozone,PM2.5",Ozone,Reseda
2019-02-07,61,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-08,64,34,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-09,62,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-10,52,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-11,51,29,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-12,60,23,15,"Ozone,PM2.5",PM2.5,Reseda
2019-02-13,53,22,14,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-14,51,34,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-15,52,22,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-16,41,24,16,"Ozone,PM2.5",Ozone,Reseda
2019-02-17,44,30,17,"Ozone,PM2.5",Ozone,LAX Hastings
2019-02-18,40,24,16,"Ozone,PM2.5",Ozone,Reseda
2019-02-19,52,23,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-20,56,34,17,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-21,58,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-22,61,21,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-23,58,30,17,"Ozone,PM2.5",PM2.5,Reseda
2019-02-24,68,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-25,65,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-02-26,70,33,17,"Ozone,PM2.5",PM2.5,Los Angeles-North Main Street
2019-02-27,63,21,14,"Ozone,PM2.5",PM2.5,Glendora
2019-02-28,62,21,14,"Ozone,PM2.5",PM2.5,Glendora
2019-03-01,63,29,17,"Ozone,PM2.5",PM2.5,Glendora
2019-03-02,52,24,16,"Ozone,PM2.5",PM2.5,Glendora
2019-03-03,39,24,16,"Ozone,PM2.5",PM2.5,Glendora
2019-03-04,42,34,17,"Ozone,PM2.5",PM2.5,Glendora
2019-03-05,64,20,14,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-03-06,54,23,15,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-03-07,43,28,16,"Ozone,PM2.5",PM2.5,Glendora
2019-03-08,44,22,14,"Ozone,PM2.5",Ozone,Reseda
2019-03-09,51,23,15,"Ozone,PM2.5",PM2.5,Reseda
2019-03-10,57,34,17,"Ozone,PM2.5",PM2.5,Reseda
2019-03-11,57,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-03-12,56,24,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
2019-03-13,59,29,16,"Ozone,PM2.5",PM2.5,Long Beach-Route 710 Near Road
