date,t2m_mean,t2m_max,t2m_min,t2m_range,qv2m_mean,qv2m_max,u10m_mean,v10m_mean,wind_speed_mean,wind_speed_max,wind_speed_min,calm_hours,daily_aqi,dominant_pollutant,wind_dir_sin,wind_dir_cos,doy_sin,doy_cos,is_weekend,t2m_mean_lag1,t2m_mean_lag2,t2m_mean_lag3,t2m_mean_roll3,t2m_max_lag1,t2m_max_lag2,t2m_max_lag3,t2m_max_roll3,qv2m_mean_lag1,qv2m_mean_lag2,qv2m_mean_lag3,qv2m_mean_roll3,wind_speed_mean_lag1,wind_speed_mean_lag2,wind_speed_mean_lag3,wind_speed_mean_roll3,calm_hours_lag1,calm_hours_lag2,calm_hours_lag3,calm_hours_roll3,pblh_mean,pblh_min,pblh_max,pblh_night,pblh_range,t850_mean,slp_mean,tqv_mean,inversion_strength,inversion_strength_max,ventilation_index,ventilation_index_min,inversion_strength_lag1,inversion_strength_lag2,inversion_strength_lag3,inversion_strength_roll3,ventilation_index_lag1,ventilation_index_lag2,ventilation_index_lag3,ventilation_index_roll3,pblh_min_lag1,pblh_min_lag2,pblh_min_lag3,pblh_min_roll3
2016-01-17,12.363502,18.46231,8.796722,9.665588,7.547831,8.157125,-0.033045247,-0.79284936,1.9570369,3.0191987,0.347047,14,100.0,PM2.5,0.041642940968269,0.9991325565046478,0.2882906407095177,0.957542952811672,1,10.955245,10.382251,10.413714,11.233666,16.70221,14.522919,16.082855,16.56247966666667,6.6675363,6.536549,6.6767116,6.917305433333333,1.7652811,2.388199,2.2514503,2.036839,19.0,9.0,13.0,14.0,296.89645,77.05642,1018.63605,367.7176,941.57965,10.618373,1019.9006,15.340405,-1.7451290828247077,-7.067198916015624,581.037315678122,150.80225609397203,-2.649257641906738,-2.577527737213135,-1.3944154465332037,-2.3239714873148603,579.938585498352,1157.336846735016,842.5889907869293,772.7709159704967,137.30432,181.63425,148.13753,131.99833
2016-01-18,12.505103,15.211304,9.68454,5.526764,7.513387,8.169834,1.7537421,0.19688495,1.8670725,4.8042064,0.33655754,15,75.0,PM2.5,-0.9937571753892868,-0.1115646734513496,0.3047192331091634,0.9524422234305676,0,12.363502,10.955245,10.382251,11.941283333333333,18.46231,16.70221,14.522919,16.791941333333334,7.547831,6.6675363,6.536549,7.2429181,1.9570369,1.7652811,2.388199,1.8631301666666669,14.0,19.0,9.0,16.0,308.20584,64.97698,976.5855,385.47733,911.6085,9.007741,1019.9831,15.953601,-3.4973620255737305,-3.804291060546875,575.4426501908112,121.3167364430809,-1.7451290828247077,-2.649257641906738,-2.577527737213135,-2.630582916768392,581.037315678122,579.938585498352,1157.336846735016,578.806183789095,77.05642,137.30432,181.63425,93.11257333333333
2016-01-19,11.736473,15.111816,10.033569,5.078247,8.121505,8.67163,1.47962,-0.09145212,2.0802898,4.960406,0.51191115,14,69.0,PM2.5,-0.998095349918925,0.0616901326811564,0.321057654185271,0.9470596510722284,0,12.505103,12.363502,10.955245,12.201692666666668,15.211304,18.46231,16.70221,16.26181,7.513387,7.547831,6.6675363,7.727574333333334,1.8670725,1.9570369,1.7652811,1.9681330666666668,15.0,14.0,19.0,14.333333333333334,334.71304,104.00524,783.64087,405.38303,679.6356,8.818566,1020.751,18.70135,-2.91790667767334,-4.998565267578124,696.3001297227356,216.36104281856535,-3.4973620255737305,-1.7451290828247077,-2.649257641906738,-2.7201325953572595,575.4426501908112,581.037315678122,579.938585498352,617.5933651972229,64.97698,77.05642,137.30432,82.01288
2016-01-20,12.934662,17.437683,11.007385,6.430298,8.419128,8.857597,0.94558936,0.381986,1.6210238,3.7914608,0.17716008,16,76.0,PM2.5,-0.9272032061601077,-0.3745586929793739,0.3373010691361842,0.9413968285264122,0,11.736473,12.505103,12.363502,12.392079333333331,15.111816,15.211304,18.46231,15.920267666666668,8.121505,7.513387,7.547831,8.018006666666667,2.0802898,1.8670725,1.9570369,1.8561287,14.0,15.0,14.0,15.0,748.3857,398.9815,1193.5177,702.1052,794.5362,8.915474,1020.9878,15.615962,-4.019188062011718,-5.93774403515625,1213.1510007271606,646.7585175494019,-2.91790667767334,-3.4973620255737305,-1.7451290828247077,-3.478152255086263,696.3001297227356,575.4426501908112,581.037315678122,828.2979268802359,104.00524,64.97698,77.05642,189.32124
2016-01-21,12.594811,19.885315,8.760651,11.124664,6.0207634,7.760066,-2.0613992,-1.273388,3.4978955,6.061019,1.7828395,4,59.0,PM2.5,0.8507664242109537,0.525543995718063,0.3534446712740877,0.9354554315134164,0,12.934662,11.736473,12.505103,12.421982,17.437683,15.111816,15.211304,17.478271333333335,8.419128,8.121505,7.513387,7.520465466666667,1.6210238,2.0802898,1.8670725,2.3997363666666667,16.0,14.0,15.0,11.333333333333334,325.46274,90.98033,1108.887,415.9327,1017.9066,11.969073,1020.792,8.648507,-0.6257377044067383,-6.8750305761718735,1138.4346467976836,318.2396918656692,-4.019188062011718,-2.91790667767334,-3.4973620255737305,-2.520944148030599,1213.1510007271606,696.3001297227356,575.4426501908112,1015.9619257491935,398.9815,104.00524,64.97698,197.9890233333333
2016-01-22,12.960141,18.838867,9.559448,9.279419,5.40439,6.6060467,-1.5791756,0.6424219,2.2618454,3.036634,1.2061119,6,71.0,PM2.5,0.9262861403472537,-0.3768208940605444,0.3694836834473831,0.9292372181882051,0,12.594811,12.934662,11.736473,12.829871333333337,19.885315,17.437683,15.111816,18.720621666666663,6.0207634,8.419128,8.121505,6.614760466666667,3.4978955,1.6210238,2.0802898,2.4602549,4.0,16.0,14.0,8.666666666666666,298.50192,119.84164,927.9004,366.62698,808.0588,11.518524,1019.3003,10.250991,-1.4416168300781251,-6.7265317949218755,675.1652005407532,271.0632546027237,-0.6257377044067383,-4.019188062011718,-2.91790667767334,-2.028847532165527,1138.4346467976836,1213.1510007271606,696.3001297227356,1008.9169493551993,90.98033,398.9815,104.00524,203.26782333333333
2016-01-23,12.800986,14.699463,11.040649,3.6588135,6.8170867,8.060146,1.8859643,-0.2000824,1.9472733,4.6320705,0.381058,17,70.0,PM2.5,-0.9944194768310762,0.1054983606460713,0.3854133594543256,0.9227440286201428,1,12.960141,12.594811,12.934662,12.785312666666668,18.838867,19.885315,17.437683,17.807881666666667,5.40439,6.0207634,8.419128,6.0807467,2.2618454,3.4978955,1.6210238,2.5690047333333332,6.0,4.0,16.0,9.0,255.92249,63.35357,948.4488,343.46814,885.0952,9.373525,1016.2649,15.088249,-3.4274613341674804,-2.8608704707031247,498.3510225947388,123.36671343330916,-1.4416168300781251,-0.6257377044067383,-4.019188062011718,-1.8316052895507813,675.1652005407532,1138.4346467976836,1213.1510007271606,770.6502899777252,119.84164,90.98033,398.9815,91.39184666666667
2016-01-24,10.33158,15.950897,6.8068237,9.1440735,5.9810452,7.6631603,1.704946,-2.6911438,3.6457927,4.6302924,0.81216586,3,67.0,PM2.5,-0.535176323090203,0.8447403762125086,0.4012289854475009,0.9159777842484876,1,12.800986,12.960141,12.594811,12.030902333333335,14.699463,18.838867,19.885315,16.496409,6.8170867,5.40439,6.0207634,6.0675073,1.9472733,2.2618454,3.4978955,2.6183038,17.0,6.0,4.0,8.666666666666666,519.9612,135.97668,1340.5144,633.1252,1204.5377,5.2290215,1016.94293,8.345658,-5.102558450775147,-9.466735623046874,1895.6706803087643,495.7428039766479,-3.4274613341674804,-1.4416168300781251,-0.6257377044067383,-3.323878871673584,498.3510225947388,675.1652005407532,1138.4346467976836,1023.0623011480853,63.35357,119.84164,90.98033,106.39062999999999
2016-01-25,11.269784,18.079254,7.509674,10.56958,5.4649887,6.0745454,-0.27292868,-2.8180187,3.5130832,5.3897176,1.3984224,2,65.0,PM2.5,0.0964001950351221,0.9953426557709614,0.4169258813287287,0.908940487313808,0,10.33158,12.800986,12.960141,11.46745,15.950897,14.699463,18.838867,16.243204666666667,5.9810452,6.8170867,5.40439,6.087706866666667,3.6457927,1.9472733,2.2618454,3.035383066666667,3.0,17.0,6.0,7.333333333333333,472.65796,80.11284,1715.6975,645.4084,1635.5847,7.3365707,1018.65546,9.748752,-3.933213260253906,-9.603393404296874,1660.486735054297,281.44306789978026,-5.102558450775147,-3.4274613341674804,-1.4416168300781251,-4.154411015065511,1895.6706803087643,498.3510225947388,675.1652005407532,1351.5028126526001,135.97668,63.35357,119.84164,93.14769666666666
2016-01-26,11.737484,18.77127,7.3898926,11.381378,4.374801,5.9386883,-2.028973,-2.6686318,3.648845,5.6586776,1.3903546,2,69.0,PM2.5,0.6052369563163756,0.7960453672429038,0.4324994021339788,0.901634220265486,0,11.269784,10.33158,12.800986,11.112949333333331,18.079254,15.950897,14.699463,17.60047366666667,5.4649887,5.9810452,6.8170867,5.273611633333333,3.5130832,3.6457927,1.9472733,3.602573633333334,2.0,3.0,17.0,2.3333333333333335,436.14835,63.253376,1310.2065,532.8619,1246.9531,7.612456,1022.16156,5.4527783,-4.12502815512085,-9.538298808593751,1591.4377113679504,230.8017647765541,-3.933213260253906,-5.102558450775147,-3.4274613341674804,-4.386933288716635,1660.486735054297,1895.6706803087643,498.3510225947388,1715.8650422436706,80.11284,135.97668,63.35357,93.11429866666667
