date,t2m_mean,t2m_max,t2m_min,t2m_range,qv2m_mean,qv2m_max,u10m_mean,v10m_mean,wind_speed_mean,wind_speed_max,wind_speed_min,wind_dir_mean,calm_hours
2016-01-01,7.8027077,14.086761,4.433899,9.652863,2.9300613,3.288353,-3.5117683,-2.1299531,4.3269496,6.7239656,0.83538973,58.7624,4
2016-01-02,9.579383,15.884277,6.5865173,9.29776,3.4426677,5.0044355,-2.3504384,-0.51081896,2.9982822,4.1932855,0.5859347,77.73862,2
2016-01-03,10.133282,14.810822,7.1108704,7.699951,5.310264,6.765719,-2.3966157,1.754932,3.3131068,6.0914288,1.0752082,126.21361,4
2016-01-04,11.15665,14.856079,8.998993,5.857086,6.437552,7.229472,-3.3365166,0.7261958,3.8423586,5.2337356,1.0652488,102.27897,4
2016-01-05,11.257178,13.0842285,10.060364,3.0238647,7.8119483,8.766274,0.44897154,3.4151528,4.4379463,9.754294,1.0116752,187.48943,9
2016-01-06,9.204604,11.935822,7.217926,4.7178955,6.876637,8.120941,4.3902793,1.7261549,5.373285,9.036048,2.8830616,248.5364,0
2016-01-07,9.084325,10.674194,7.5290833,3.145111,6.3643055,7.234623,4.5135384,1.2063265,5.113807,6.947113,4.0856385,255.0364,0
2016-01-08,7.964045,13.524963,5.2292175,8.295746,5.172918,5.8081427,2.4314566,-2.4586213,3.6800652,4.7378135,2.653392,315.3183,0
2016-01-09,8.787511,13.11673,6.0830383,7.0336914,5.4078946,6.1049714,0.09397545,0.70277566,1.7242743,2.9737158,0.40973923,187.61644,15
2016-01-10,10.029067,14.094635,7.8797913,6.2148438,6.4806304,6.6629033,-0.5343991,0.60569113,1.7538795,2.196741,1.0773948,138.57816,21
2016-01-11,10.022061,15.511444,6.9898376,8.521606,5.7127433,6.6695185,-0.78493905,-1.7955738,2.1918535,3.4723415,1.219641,23.61265,9
2016-01-12,9.997608,17.626892,5.1457825,12.48111,4.039408,5.493941,-1.4724158,-2.2035859,3.0700514,4.877523,1.1212668,33.75048,6
2016-01-13,11.335704,16.35382,8.853516,7.500305,4.61752,7.194999,1.5305818,-0.86733335,2.2511508,5.3342285,1.1209112,299.53888,15
2016-01-14,10.413714,16.082855,6.679962,9.402893,6.6767116,7.8692865,1.3683834,-1.040814,2.2514503,4.0407753,0.8654622,307.2572,13
2016-01-15,10.382251,14.522919,8.1736145,6.349304,6.536549,7.233421,2.2681465,0.053261828,2.388199,3.6303828,1.2775695,268.6548,9
2016-01-16,10.955245,16.70221,8.168488,8.533722,6.6675363,7.904645,0.80502516,-0.60811317,1.7652811,4.513705,0.47273225,307.06726,19
2016-01-17,12.363502,18.46231,8.796722,9.665588,7.547831,8.157125,-0.033045247,-0.79284936,1.9570369,3.0191987,0.347047,2.3866549,14
2016-01-18,12.505103,15.211304,9.68454,5.526764,7.513387,8.169834,1.7537421,0.19688495,1.8670725,4.8042064,0.33655754,263.59448,15
2016-01-19,11.736473,15.111816,10.033569,5.078247,8.121505,8.67163,1.47962,-0.09145212,2.0802898,4.960406,0.51191115,273.53683,14
2016-01-20,12.934662,17.437683,11.007385,6.430298,8.419128,8.857597,0.94558936,0.381986,1.6210238,3.7914608,0.17716008,248.00296,16
2016-01-21,12.594811,19.885315,8.760651,11.124664,6.0207634,7.760066,-2.0613992,-1.273388,3.4978955,6.061019,1.7828395,58.295128,4
2016-01-22,12.960141,18.838867,9.559448,9.279419,5.40439,6.6060467,-1.5791756,0.6424219,2.2618454,3.036634,1.2061119,112.1369,6
2016-01-23,12.800986,14.699463,11.040649,3.6588135,6.8170867,8.060146,1.8859643,-0.2000824,1.9472733,4.6320705,0.381058,276.05588,17
2016-01-24,10.33158,15.950897,6.8068237,9.1440735,5.9810452,7.6631603,1.704946,-2.6911438,3.6457927,4.6302924,0.81216586,327.64413,3
2016-01-25,11.269784,18.079254,7.509674,10.56958,5.4649887,6.0745454,-0.27292868,-2.8180187,3.5130832,5.3897176,1.3984224,5.531915,2
2016-01-26,11.737484,18.77127,7.3898926,11.381378,4.374801,5.9386883,-2.028973,-2.6686318,3.648845,5.6586776,1.3903546,37.245895,2
2016-01-27,12.071403,18.086548,8.591919,9.494629,4.4517064,5.760526,-1.6066579,-1.7466758,2.64688,3.8184063,0.32273442,42.60901,6
2016-01-28,13.608764,20.360352,9.233612,11.1267395,4.778003,5.6316156,-0.26705432,-1.4693946,1.8859339,2.4998026,0.8255314,10.300757,14
2016-01-29,14.020469,20.10321,10.276337,9.826874,6.5087447,7.8105607,1.6811587,-1.7936815,2.6225045,4.622755,1.2931945,316.8547,6
2016-01-30,12.92159,17.313599,9.607422,7.7061768,8.251658,8.666187,2.386228,-0.13908738,2.5591006,6.7174354,0.6569688,273.33588,15
2016-01-31,11.62202,14.561157,10.57782,3.9833374,8.1706,8.732346,3.860258,4.014355,6.216463,13.669972,2.8069623,223.87894,0
2016-02-01,7.3820777,10.734802,4.626465,6.1083374,4.299001,5.817468,7.5211983,-4.559938,9.253999,10.331174,7.601485,301.2275,0
2016-02-02,6.9566283,13.58313,2.943634,10.639496,3.466346,4.19308,1.4480845,-3.177516,4.2257547,6.6800013,1.4420406,335.4999,2
2016-02-03,8.161884,14.605499,3.9301453,10.675354,3.9624302,5.1443906,-1.1686649,-1.4334878,2.8060875,4.6897593,0.6002174,39.188972,6
2016-02-04,9.982365,16.950317,5.424103,11.526215,3.7576065,4.4203,-1.1972712,-1.8899198,2.5516484,4.253828,1.0947267,32.35441,7
2016-02-05,11.58393,19.568329,7.0193176,12.549011,4.1496644,5.046758,-2.6950653,-2.9917068,4.3160133,6.381402,2.326734,42.013958,0
2016-02-06,13.007953,20.848846,8.320404,12.528442,4.3886023,4.8720593,-2.6123836,-2.4202676,3.6365592,4.9469585,1.5814451,47.186142,3
2016-02-07,14.576238,23.060364,10.088074,12.97229,4.7109485,5.741613,-3.04832,-2.7318509,4.241422,5.6228266,1.1259117,48.13386,2
2016-02-08,16.533953,24.206024,12.742065,11.463959,4.857181,5.4948535,-3.9741707,-2.994934,5.0476303,7.7392616,2.4405458,52.99833,0
2016-02-09,17.24634,25.815765,12.645538,13.170227,5.007435,5.6670346,-2.391134,-2.4706967,3.4721744,6.271904,1.1799401,44.06245,7
2016-02-10,17.676641,25.341797,12.921539,12.420258,5.1129513,6.5604577,-1.2373046,-1.7538352,2.4575436,4.40025,0.12822811,35.202396,8
2016-02-11,17.784227,25.751282,12.373077,13.378204,5.0857215,6.5079117,-1.4365463,-1.1182114,2.4351156,4.1692386,1.1016966,52.102715,8
2016-02-12,18.05662,24.947632,12.912079,12.035553,5.4736557,6.6565404,-0.58416396,-0.78341556,1.9079475,3.1426244,1.1364555,36.71053,15
2016-02-13,17.49785,23.555176,13.0578,10.4973755,5.9741874,7.158602,0.09120238,-1.0561904,1.5065336,2.2459347,0.8475818,355.06473,19
2016-02-14,16.363054,24.834595,11.247864,13.586731,6.1783566,7.272539,-0.744643,-3.6596644,3.914395,5.2216845,1.5946314,11.50114,2
2016-02-15,18.838142,26.60907,14.389954,12.219116,6.1702437,6.7822275,-2.2690408,-3.2622004,4.06095,5.9719825,1.7395842,34.820747,2
2016-02-16,19.069891,27.097961,13.800354,13.297607,5.9247756,7.735365,-1.3465548,-1.3955809,2.42951,4.1977615,0.82879263,43.975727,8
2016-02-17,17.023127,22.437622,12.182892,10.25473,7.1091475,8.083046,0.26454607,2.7065399,3.145727,7.4164004,0.23023158,185.58255,12
2016-02-18,14.12283,17.357178,12.294678,5.0625,8.128009,9.563033,2.4588933,2.5961695,4.5471435,6.9740143,1.7882015,223.44446,2
2016-02-19,12.94572,18.170013,9.775299,8.394714,6.161467,6.8360896,1.7192825,0.07508117,1.8593136,3.981191,0.19909792,267.49948,13
2016-02-20,12.795531,20.667633,7.9201965,12.747437,5.7337766,6.575535,0.71896344,-1.5627915,2.2940722,3.6583893,1.2401358,335.29517,9
2016-02-21,14.3714905,22.085663,8.601288,13.484375,5.8733063,6.484242,1.2261937,-1.6400293,2.466923,4.246609,1.3640941,323.2158,7
2016-02-22,15.308472,23.527374,9.948181,13.579193,6.0157914,7.0368104,0.22219951,-3.5817146,3.8517368,5.2305903,2.9259355,356.45007,0
2016-02-23,16.44159,22.638458,12.529327,10.109131,5.0214844,6.0590262,-2.5391543,-2.987011,4.242188,6.459303,1.3347892,40.366707,2
2016-02-24,15.460965,22.98944,10.238739,12.750702,4.4967713,5.838188,-2.8494694,-1.7357254,3.4104338,5.465855,0.5814267,58.652737,6
2016-02-25,16.082178,23.740356,10.844269,12.896088,4.992566,5.899691,-0.74249965,-1.2108022,2.0245726,3.2774937,0.26575747,31.51785,10
2016-02-26,16.904675,23.422333,12.309692,11.11264,5.6126876,6.397634,0.15597065,-0.41351557,1.6729492,3.2461746,0.8884573,339.3344,19
2016-02-27,16.486238,23.272125,11.512604,11.7595215,6.8315773,7.600178,1.4523109,-1.0914003,2.208367,4.2353454,0.46675375,306.92456,13
2016-02-28,16.280355,24.111877,11.600861,12.511017,7.330423,7.8117037,0.6744774,-1.4984742,2.0755394,3.6002517,0.64528334,335.76703,11
2016-02-29,17.472118,24.559235,11.869171,12.690063,7.3155875,8.480883,0.6032348,-1.5654672,2.266154,3.2056606,1.3636192,338.9264,10
2016-03-01,17.57189,24.271759,13.281952,10.989807,7.1127057,8.010776,0.4458176,-0.37264386,2.0899246,3.9517834,0.8407093,309.8911,12
2016-03-02,16.766111,22.483124,11.832794,10.65033,6.927509,7.826602,1.4896164,-0.34594646,1.9561058,4.6610036,0.4205924,283.07452,15
2016-03-03,15.841517,21.693481,12.300903,9.392578,6.4620423,7.455468,1.6651855,0.16082503,1.8113976,4.695931,0.32536054,264.48346,14
2016-03-04,14.642966,21.456207,10.242676,11.2135315,6.8043904,7.639539,0.92302823,0.5333292,1.5233221,4.837092,0.25267893,239.98053,17
2016-03-05,14.178707,17.671448,12.116974,5.554474,8.780215,9.003131,1.7868313,1.5578572,2.4654922,5.140487,1.4103631,228.91632,14
2016-03-06,13.778604,16.464233,11.921143,4.543091,8.0187,9.4383545,4.3526444,2.5561368,6.1644626,8.256321,3.770755,239.57597,0
2016-03-07,9.922813,14.813812,8.349243,6.464569,6.2862782,6.9860435,5.7311783,0.7936883,5.9186225,8.771394,3.7359552,262.11548,0
2016-03-08,10.805756,18.849182,6.634552,12.21463,5.5049834,5.9706893,2.1511285,-3.6481025,4.8333836,6.5016522,3.4718983,329.474,0
2016-03-09,13.476455,21.54535,8.453491,13.091858,6.4794784,6.7953563,2.074258,-1.9231018,3.094899,5.059272,2.1975634,312.83444,0
2016-03-10,16.311403,23.352722,11.935516,11.417206,6.890844,8.003445,1.3169957,-0.87034374,2.450427,4.8291063,0.84203213,303.45892,14
2016-03-11,13.752757,19.589142,10.9409485,8.648193,7.5588684,8.25452,1.6559916,2.7410717,3.8030024,10.085871,1.0810208,211.13786,9
2016-03-12,10.9138155,16.506378,7.1809998,9.325378,6.088569,7.138448,4.5318,-0.61919826,4.8778267,9.217608,3.1783648,277.7804,0
2016-03-13,11.519176,16.77005,7.5768433,9.193207,6.4962306,7.128457,2.6710472,0.053281803,2.882199,6.7146177,0.96115184,268.85724,11
2016-03-14,13.576463,19.052216,10.866852,8.185364,7.9696403,8.712852,4.1864877,-0.22743273,4.2720566,6.4611235,3.2421877,273.10956,0
2016-03-15,14.563544,22.992249,9.030823,13.961426,6.729622,7.5632772,0.9816554,-1.6176466,2.7203667,5.4907675,0.8077411,328.74887,6
2016-03-16,17.756151,25.222382,12.8159485,12.406433,6.5636554,7.8360887,-1.1701175,-1.3172103,2.687568,4.046424,0.9787325,41.615643,5
2016-03-17,18.668451,23.85559,14.05777,9.797821,6.9167347,7.8837314,0.062320173,0.13735722,1.7897593,3.9673653,0.80468297,204.40422,19
2016-03-18,16.58339,22.572845,10.983673,11.589172,7.6111107,8.73077,1.2478712,0.40307006,1.6398355,3.626864,0.24229282,252.09924,16
2016-03-19,15.85944,21.618011,11.161865,10.456146,7.0593567,8.12889,0.7374776,0.5751539,1.4437135,3.3999717,0.17095916,232.04956,17
2016-03-20,15.784264,21.6716,11.169128,10.502472,7.0267925,7.967513,1.3961293,0.5693229,1.7205042,4.491352,0.13931987,247.81503,15
2016-03-21,14.540439,19.23993,10.246613,8.993317,7.524807,7.846293,2.6943083,0.32439372,2.8057892,6.2541156,1.1851791,263.13464,13
2016-03-22,13.017578,17.790863,9.193878,8.596985,6.6215096,7.87794,4.874313,-2.2214017,5.767178,8.026321,4.115097,294.5005,0
2016-03-23,13.592468,21.204987,8.410797,12.794189,4.623702,5.890998,0.53034216,-3.904501,5.030929,8.127712,1.472063,352.26495,2
2016-03-24,15.918189,23.316193,10.415131,12.901062,4.993847,5.5357275,0.5909891,-1.9007295,2.8581579,4.6546144,0.65010357,342.7281,3
2016-03-25,16.339529,23.030243,11.254913,11.77533,7.101045,7.9086533,1.5378634,-1.9673194,2.9106073,4.776227,1.2225018,321.98508,2
2016-03-26,15.7106085,22.398285,10.361969,12.036316,6.9835505,8.338932,0.2100962,-1.4772954,2.4190044,5.004213,0.35511255,351.90585,13
2016-03-27,15.754416,21.305847,11.199249,10.106598,6.8538165,7.5793715,0.18904127,0.73694897,2.038082,4.3645635,0.9621651,194.38724,17
2016-03-28,13.398812,18.573364,11.581787,6.991577,7.6926765,8.491912,3.629838,2.0418007,4.3184223,9.442142,1.742247,240.64206,5
2016-03-29,9.98063,15.043152,5.570862,9.47229,5.030105,5.6183233,5.3606834,-0.4823333,5.57937,9.009987,3.6606305,275.14142,0
2016-03-30,10.594166,15.591095,7.3925476,8.198547,5.435415,6.036055,2.2129455,0.3843459,2.363261,6.316297,0.3764828,260.14713,10
2016-03-31,12.505063,19.680847,7.2309265,12.449921,5.623033,6.1608934,2.0046206,-1.0740651,2.7511628,6.131771,1.8044227,298.1822,2
2016-04-01,14.357066,21.521423,8.803558,12.717865,6.8210692,7.4670134,1.1423616,-0.42000994,2.0582676,6.4601603,0.87698734,290.1869,17
2016-04-02,16.573261,22.970276,11.617676,11.3526,6.668261,7.367296,0.52332294,0.47459945,1.4866613,3.7373445,0.13723737,227.79524,17
2016-04-03,17.766787,23.067444,12.642334,10.42511,6.677437,7.653314,1.8434607,-0.12264534,2.2497673,4.8761334,0.29128882,273.80627,14
2016-04-04,18.029774,23.96231,12.854309,11.108002,6.8650813,7.7075562,2.3990188,-0.40031397,2.6401246,4.995252,1.2929853,279.47342,10
2016-04-05,18.617947,27.048248,12.626801,14.421448,7.204683,8.354468,0.2283423,-1.1254665,2.0083768,4.353535,0.19997482,348.53113,14
2016-04-06,20.069212,26.481018,14.417969,12.063049,6.540394,7.901432,-1.1219031,-0.66576004,2.3714366,5.3158736,0.9207717,59.31424,11
2016-04-07,15.997306,21.587555,14.133728,7.453827,7.6155133,8.200469,0.5943077,1.3924338,1.8297831,3.3190246,0.6714595,203.11339,16
2016-04-08,14.328548,16.875946,12.130035,4.7459106,8.862677,9.193393,1.6927152,1.0379304,2.4109926,4.211794,1.2429594,238.48444,10
2016-04-09,13.984647,16.949402,11.881439,5.0679626,8.748537,9.131751,-0.2168686,3.0894058,3.1558444,4.7654033,1.8869296,175.98456,2
2016-04-10,14.109429,18.242004,11.580597,6.6614075,8.276673,8.817666,0.39910766,1.3299397,1.8338085,4.5016055,0.22193915,196.70422,16
2016-04-11,14.520695,19.04663,11.637482,7.409149,8.28946,8.674351,0.3651682,1.4898335,1.9389383,4.2980776,0.919604,193.77208,16
2016-04-12,15.624794,21.321838,11.176392,10.145447,8.358317,8.664078,2.1307223,0.60659474,2.3595603,5.1436615,0.18853673,254.1089,9
2016-04-13,15.455212,20.43155,11.304474,9.127075,8.3973465,8.690372,2.1550329,0.75562936,2.3533783,5.1649575,0.17310436,250.67757,11
2016-04-14,15.183697,20.396912,10.806335,9.590576,7.120871,8.598739,3.558974,-0.668693,3.696024,7.0286503,1.2340147,280.6412,8
2016-04-15,14.603452,21.328766,9.091309,12.237457,5.820812,6.8458686,2.8283408,-4.9243336,6.0964737,7.939074,4.516883,330.12866,0
2016-04-16,16.766973,24.255829,11.017151,13.238678,4.488959,5.198842,-1.0742538,-3.7548425,4.279159,5.863059,3.0929215,15.965731,0
2016-04-17,18.618101,26.38675,12.673767,13.712982,5.053591,6.096074,-0.80437297,-1.9563051,3.2059698,5.8391743,1.5360031,22.350967,2
2016-04-18,19.70751,26.507507,14.34433,12.1631775,5.6950183,6.7588596,0.37156567,0.43436036,1.8729858,3.9260154,0.27470464,220.54474,16
2016-04-19,20.82741,26.41446,16.587433,9.827026,6.1916623,7.458744,1.6634655,0.44352517,2.0300481,5.055126,0.29304677,255.07071,13
2016-04-20,20.265593,25.634064,15.780518,9.853546,5.4275374,6.922316,2.5183961,0.65891606,2.7218487,5.091683,1.0596334,255.33774,9
2016-04-21,19.262762,24.572388,15.330109,9.242279,5.8133445,6.682007,2.4082158,0.7941749,2.719578,5.6064553,0.83791316,251.74863,11
2016-04-22,16.359167,21.690002,11.757019,9.932983,7.528891,8.563248,3.1146755,1.3273621,3.4441469,7.566951,0.9206139,246.91806,7
2016-04-23,15.325814,22.325958,9.8515625,12.474396,6.562157,8.611723,3.5669346,-2.0991619,4.731115,7.556731,3.391697,300.47705,0
2016-04-24,15.519671,21.153992,10.685822,10.46817,6.5612054,7.0537286,1.9867884,-0.78351825,2.7976487,5.515176,0.7706296,291.52252,7
2016-04-25,13.303802,18.68518,8.458313,10.226868,6.3118744,7.852914,5.528658,-0.56311816,5.7190394,8.6542225,4.174145,275.8158,0
2016-04-26,13.05582,19.755646,7.7753906,11.980255,5.235167,5.619119,2.868913,-1.4882504,3.5808125,8.537807,1.3518665,297.41806,5
2016-04-27,14.495469,19.7854,10.417725,9.367676,6.4975095,7.0647655,3.0661438,0.12379543,3.1418562,7.7429457,0.49819237,267.68796,9
2016-04-28,13.418575,18.51596,8.860535,9.655426,6.8208833,7.773539,5.0662303,-1.209947,5.439371,7.8543916,4.2591653,283.43213,0
2016-04-29,14.1378355,20.028717,10.022705,10.006012,7.401297,7.9335766,2.738105,0.4151415,2.8950279,6.535914,0.8686412,261.3787,11
2016-04-30,13.891312,19.112701,9.970123,9.142578,7.2280107,7.89271,2.9982052,-0.2204779,3.4912884,6.403239,2.076547,274.20578,0
2016-05-01,15.199374,21.308167,9.941589,11.366577,7.2884345,7.670327,0.5825873,0.20461577,2.0170531,4.3077097,0.7976959,250.64777,13
2016-05-02,16.434322,22.877625,11.236053,11.641571,7.7800736,8.312066,0.42482248,0.9406015,1.5978651,3.1301866,0.40506023,204.3063,14
2016-05-03,18.62464,24.38565,13.0896,11.296051,7.1499,8.57212,0.39661893,0.6570551,1.7543793,3.6703324,0.17881721,211.1165,13
2016-05-04,16.425844,22.07666,12.196167,9.880493,6.999733,8.11158,1.2223247,2.332302,2.7818177,5.5507092,0.9464986,207.65837,10
2016-05-05,14.071818,18.555237,10.846313,7.7089233,7.3959045,7.7597575,2.087407,2.3318617,3.1845925,5.7250175,1.7002591,221.8339,6
2016-05-06,13.231079,15.654785,11.378632,4.2761536,7.856964,8.184257,2.0733964,1.9144067,2.8620589,4.865672,1.3877175,227.28313,5
2016-05-07,13.778743,18.23407,11.213196,7.020874,7.7239404,8.11213,1.7687706,1.9965448,2.755459,4.1063085,1.8176779,221.53825,4
2016-05-08,14.548966,19.152344,10.858856,8.293488,7.9282947,8.232903,2.692854,0.8070825,2.8682384,5.431628,1.6192397,253.31586,5
2016-05-09,15.42186,21.05481,11.671509,9.383301,8.433224,8.702689,2.6160038,1.0915893,2.8993416,5.1934166,1.5824984,247.35052,6
2016-05-10,16.104685,22.482971,12.047638,10.435333,8.740073,8.977733,2.1239288,1.3267223,2.536186,4.6906805,1.3863004,238.00885,12
2016-05-11,17.50294,24.67514,12.295197,12.379944,8.4148245,9.281183,1.2408521,0.6908548,2.1682186,4.5379972,1.1182004,240.89276,14
2016-05-12,19.44068,26.045929,14.151825,11.894104,7.2943377,8.671042,0.96397495,0.5695317,1.6763992,4.2323375,0.29608288,239.42474,15
2016-05-13,18.751389,24.253784,13.943451,10.310333,7.088305,7.9239106,1.317577,1.6386117,2.3443835,5.117408,0.14455631,218.80211,13
2016-05-14,17.027117,23.032776,11.996124,11.036652,7.778482,8.161223,2.615143,0.9586293,2.9643145,5.762446,0.9976107,249.86865,9
2016-05-15,16.795076,21.87201,12.826202,9.045807,8.721967,9.346745,3.4832497,1.0688342,3.7237275,6.2209744,2.0521595,252.94139,0
2016-05-16,16.880575,23.253479,12.28241,10.971069,8.439318,8.77465,3.3066037,0.4403939,3.5491219,6.3194785,1.4537864,262.41364,2
2016-05-17,17.550192,23.68689,12.387634,11.299255,8.844887,9.626024,1.955834,-0.21377337,2.3446078,5.2843566,0.73174626,276.2377,14
2016-05-18,18.737703,25.917236,12.360474,13.556763,8.207836,8.943095,2.0504837,-0.42027667,2.3093975,4.9169836,1.3705902,281.5832,14
2016-05-19,18.30243,23.76889,13.323578,10.4453125,8.590748,9.038892,2.105996,1.6395731,2.8024108,5.4847007,0.87063766,232.0983,11
2016-05-20,15.117877,20.83191,11.36026,9.471649,7.197183,8.3370075,3.2201488,2.7608626,4.271527,6.2394943,2.978993,229.39117,0
2016-05-21,13.64153,18.150055,9.818115,8.33194,6.314701,7.0391994,3.4575338,1.5764252,3.9316514,6.047121,1.6574191,245.4899,3
2016-05-22,14.749389,21.13382,9.9104,11.223419,6.467734,7.104049,3.0909946,0.448971,3.3340504,5.784857,1.7477,261.7355,6
2016-05-23,15.293495,20.411255,10.738861,9.672394,7.2659664,7.760679,2.9457018,1.3703483,3.3657463,6.036328,1.2531865,245.05203,6
2016-05-24,14.865658,18.7677,11.773071,6.994629,7.8493633,8.224618,3.122776,2.1513178,3.819618,5.976919,2.4166417,235.43658,0
2016-05-25,14.376859,18.252686,11.3533325,6.899353,7.673384,8.039215,3.769776,0.8998038,3.951805,6.0957274,2.3180423,256.57532,0
2016-05-26,15.8546715,22.62497,11.332825,11.292145,8.056213,8.408439,3.178749,0.39730048,3.2559545,6.150856,1.1638315,262.87576,7
2016-05-27,17.61009,24.034119,12.079315,11.954803,8.439688,9.128154,1.7594448,1.1436993,2.352187,5.243363,0.25821665,236.97476,12
2016-05-28,17.544765,23.300049,12.641785,10.658264,8.089158,8.318065,1.2876617,1.6813389,2.3071806,5.0026784,0.2990752,217.44688,13
2016-05-29,17.175102,23.172638,12.608063,10.564575,8.711633,9.126763,1.9628159,1.5911264,2.5713198,4.652853,1.3151418,230.9706,11
2016-05-30,18.522278,25.929535,13.018524,12.911011,9.050978,9.645443,2.4637218,0.892922,2.7235634,4.514109,1.2752956,250.07806,7
2016-05-31,19.71208,27.109406,13.355011,13.754395,8.47442,9.323214,2.2439575,0.6606752,2.4318593,5.0124106,0.6054761,253.5943,9
2016-06-01,20.03935,26.121948,14.445831,11.676117,8.667016,10.11038,1.6849209,1.2992438,2.1810496,4.124797,0.22022963,232.36417,11
2016-06-02,21.19562,29.075165,15.62442,13.450745,6.9468865,7.2840185,1.6376742,0.6890736,2.1040487,4.2128243,0.3703555,247.18042,14
2016-06-03,23.86641,31.048462,17.28186,13.766602,6.875445,7.550429,0.4240689,0.9395501,1.7119752,3.7268875,0.08715594,204.2922,15
2016-06-04,24.388525,29.864532,18.786469,11.078064,6.800972,7.6513085,1.3214442,1.1813626,1.9615537,4.4478965,0.25293857,228.2035,14
2016-06-05,22.210459,28.159027,16.595581,11.563446,7.3284264,7.967937,2.4845264,0.85109955,2.8868167,5.071685,0.65140575,251.09059,10
2016-06-06,19.68775,25.660187,13.930908,11.729279,6.588222,7.52301,2.1125915,1.2001114,2.453832,4.73168,0.93554574,240.40015,12
2016-06-07,19.872179,27.678223,13.965393,13.71283,8.113685,9.449549,1.9683996,1.0046383,2.2217543,4.3843837,0.7556681,242.961,13
2016-06-08,20.136625,27.113342,15.654724,11.458618,8.378067,9.358765,1.7613143,1.0182285,2.0709703,4.5266905,0.5079801,239.9675,13
2016-06-09,20.404247,26.151154,15.274841,10.876312,7.570894,8.251149,1.7334814,1.3403606,2.25298,4.7609477,0.0711564,232.28813,12
2016-06-10,18.851267,24.11615,14.611023,9.505127,6.8633456,7.3657355,0.5757558,1.3517381,1.8789476,4.23016,0.72419137,203.07097,15
2016-06-11,18.657417,23.844269,13.937073,9.907196,8.670766,9.875977,-0.06414773,2.3558173,2.558468,5.321376,0.7253565,178.44025,13
2016-06-12,17.740091,23.131378,13.8402405,9.291138,8.866065,9.842112,0.29082623,2.9932668,3.120324,4.897378,1.8927667,185.54945,4
2016-06-13,17.941664,24.699402,13.188599,11.510803,8.7163925,9.657677,2.4798205,1.29589,2.893615,5.8819737,1.3345046,242.4096,8
2016-06-14,18.175589,24.415253,12.758209,11.657043,8.141896,9.274565,2.948368,0.62836695,3.0967724,5.965704,1.0784086,257.96893,9
2016-06-15,16.87869,22.056702,11.949829,10.106873,7.5272346,7.9097023,2.7185671,1.6295561,3.2051919,6.3404136,0.6869178,239.06082,9
2016-06-16,17.596954,24.0719,11.944061,12.127838,6.7893505,7.2458205,2.828705,0.19629635,3.291213,6.02822,0.91488,266.03036,6
2016-06-17,20.466467,27.635681,14.597443,13.038239,7.0131283,7.298093,2.7868137,0.487532,3.0286996,5.4734216,0.9259922,260.07697,9
2016-06-18,23.126047,30.459778,17.247833,13.211945,7.656299,8.759038,3.1506717,-0.18798847,3.3730786,5.619287,1.9882252,273.41458,1
2016-06-19,26.423096,34.571136,19.554108,15.017029,6.6054554,7.238603,2.5284166,-1.1993235,3.538058,5.6489587,2.291385,295.37677,0
2016-06-20,29.641077,36.662994,23.00473,13.658264,6.9791455,7.537504,2.5035493,-1.0964042,3.3568687,6.001507,1.8738241,293.65054,2
2016-06-21,27.303804,34.407135,20.470001,13.937134,8.332759,8.822925,1.2671143,0.20258562,2.118441,6.0128217,0.3683329,260.91644,14
2016-06-22,24.917404,30.325012,19.618042,10.70697,8.329905,9.280303,1.8960143,1.1259222,2.3898149,4.7345433,0.30385968,239.29663,12
2016-06-23,22.842844,30.60907,16.251373,14.357697,7.2549596,7.811653,2.2569363,0.4855162,2.414801,5.294366,0.58633155,257.85947,11
2016-06-24,22.722845,29.702301,16.338654,13.363647,7.065602,7.771482,2.647746,-0.060462862,2.83656,5.3559284,0.6971465,271.30817,11
2016-06-25,22.627337,31.029297,15.551697,15.4776,7.746067,8.519684,1.3827896,0.5488592,2.0079117,4.9709783,0.19311525,248.3508,15
2016-06-26,24.897429,31.937622,18.662628,13.274994,7.652765,8.843786,1.4574682,0.8729875,2.0510378,4.6881948,0.12909369,239.07944,14
2016-06-27,25.536608,31.730255,20.805054,10.925201,8.242497,9.292204,1.031812,1.5737505,2.2088788,4.4902654,0.20736085,213.25041,10
2016-06-28,26.588175,32.253174,21.353302,10.899872,8.10826,8.824837,1.0715948,1.0142217,1.6183077,3.765107,0.17058687,226.5756,15
2016-06-29,26.21694,32.15164,20.515656,11.635986,8.582691,9.169035,1.6805601,0.53391594,1.8780813,4.5234704,0.187317,252.3749,13
2016-06-30,24.910719,30.254974,18.985077,11.269897,7.7393174,7.891792,1.5911049,1.2926337,2.1218948,4.693436,0.10838911,230.90916,13
2016-07-01,22.312658,27.712433,16.906647,10.805786,8.074233,8.45529,0.8602357,2.125908,2.6097648,4.9316945,0.5774596,202.03043,11
2016-07-02,20.949331,27.099915,15.632843,11.467072,7.725839,8.453189,0.35694823,2.7646625,3.0185497,5.2633944,1.5146775,187.35683,9
2016-07-03,20.31113,26.443146,14.9201355,11.52301,7.14973,7.5065813,0.909759,2.1121795,2.4063277,4.969367,0.19038142,203.30255,12
2016-07-04,20.43828,27.244568,14.847412,12.397156,7.336071,8.00665,1.8381182,1.2980142,2.392176,4.91573,0.7349276,234.7716,13
