date,daily_aqi,n_monitor_readings,n_sites,pollutants_used,dominant_pollutant,dominant_site
2018-04-26,74.0,57,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-04-27,73.0,49,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-04-28,66.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-04-29,63.0,57,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-04-30,64.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-01,69.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-02,70.0,62,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-03,69.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-04,105.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-05-05,133.0,56,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-05-06,108.0,49,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-05-07,108.0,50,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-05-08,164.0,60,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-05-09,122.0,49,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-05-10,87.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-05-11,68.0,56,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-12,61.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-13,61.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-14,65.0,65,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-15,77.0,51,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-05-16,71.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-05-17,64.0,58,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-18,73.0,51,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-19,78.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-20,72.0,61,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-21,66.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-22,67.0,47,15,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-23,67.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-24,64.0,51,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-05-25,56.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-26,61.0,63,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-27,72.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-28,90.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-05-29,93.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-05-30,63.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-05-31,62.0,51,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-06-01,87.0,60,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-02,136.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-06-03,133.0,49,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-06-04,129.0,58,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-05,83.0,48,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-06-06,84.0,49,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-07,105.0,62,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-06-08,140.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-06-09,122.0,49,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-06-10,101.0,57,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-06-11,140.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-06-12,119.0,49,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-06-13,126.0,61,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-06-14,108.0,48,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-06-15,76.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-06-16,72.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-06-17,64.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-06-18,74.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-19,115.0,61,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-06-20,172.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-06-21,172.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-06-22,185.0,58,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-06-23,126.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-24,122.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-25,126.0,64,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-26,126.0,52,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-27,115.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-28,115.0,56,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-29,93.0,52,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-06-30,101.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-01,90.0,63,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-02,93.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-03,84.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-04,118.0,57,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Pico Rivera #2
2018-07-05,172.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-07-06,147.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-07-07,185.0,64,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-07-08,122.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-07-09,108.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-07-10,108.0,55,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-11,90.0,48,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-12,61.0,46,15,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-07-13,80.0,56,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-07-14,87.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-15,93.0,49,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-16,97.0,55,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-07-17,129.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-18,115.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-19,122.0,64,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-07-20,84.0,51,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-21,67.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-07-22,74.0,57,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-07-23,150.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-07-24,195.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-07-25,185.0,61,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-07-26,190.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-07-27,172.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-07-28,136.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-07-29,108.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-07-30,122.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-07-31,97.0,61,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-08-01,80.0,45,14,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-02,115.0,48,14,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-03,112.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-04,154.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-05,151.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-08-06,197.0,65,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-08-07,201.0,51,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-08-08,112.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-09,172.0,57,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-10,93.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-11,74.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-12,90.0,65,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-13,87.0,53,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-14,80.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-15,100.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-08-16,97.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-08-17,129.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-08-18,126.0,65,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-08-19,136.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-08-20,101.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-08-21,112.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-08-22,93.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-08-23,93.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-08-24,126.0,62,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-08-25,147.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-08-26,133.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-08-27,119.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-08-28,101.0,47,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-08-29,71.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-08-30,97.0,60,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-08-31,164.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-09-01,115.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-09-02,101.0,61,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-09-03,84.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-09-04,97.0,51,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-09-05,90.0,66,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-09-06,97.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-09-07,147.0,51,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-09-08,192.0,60,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-09-09,143.0,51,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-09-10,126.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-09-11,122.0,63,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-09-12,115.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-09-13,93.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-09-14,67.0,55,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Pomona
2018-09-15,93.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-09-16,87.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-09-17,87.0,64,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-09-18,105.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-09-19,133.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Santa Clarita
2018-09-20,108.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Lancaster-Division Street
2018-09-21,105.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-09-22,115.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Glendora
2018-09-23,97.0,65,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-09-24,66.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-09-25,74.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-09-26,112.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-09-27,150.0,49,15,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-09-28,100.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-09-29,64.0,66,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-09-30,58.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-10-01,71.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-10-02,54.0,61,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-10-03,52.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-10-04,43.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-10-05,53.0,65,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-10-06,59.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-10-07,58.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-10-08,58.0,61,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-10-09,57.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-10-10,55.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-10-11,57.0,66,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-10-12,58.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-10-13,52.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-10-14,59.0,61,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-10-15,57.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach (Hudson)
2018-10-16,63.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-10-17,61.0,64,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-10-18,66.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-10-19,69.0,48,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-10-20,67.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-10-21,90.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Azusa
2018-10-22,74.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-10-23,83.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-10-24,71.0,49,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-10-25,100.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-10-26,101.0,56,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-10-27,126.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-10-28,129.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-10-29,133.0,64,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-10-30,75.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-10-31,66.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-11-01,62.0,57,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Compton
2018-11-02,67.0,51,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (South)
2018-11-03,70.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (South)
2018-11-04,90.0,64,17,"CO,NO2,Ozone,PM2.5,SO2",Ozone,Reseda
2018-11-05,74.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-11-06,64.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-11-07,66.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-11-08,74.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (South)
2018-11-09,73.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-11-10,117.0,63,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-11-11,122.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-11-12,66.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-11-13,73.0,58,17,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-11-14,66.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-11-15,68.0,51,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-11-16,73.0,64,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Compton
2018-11-17,80.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-11-18,112.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (South)
2018-11-19,130.0,58,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-11-20,102.0,51,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-11-21,83.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-11-22,59.0,62,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Compton
2018-11-23,63.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-11-24,65.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-11-25,64.0,57,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Compton
2018-11-26,57.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-11-27,62.0,51,15,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-11-28,60.0,63,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-11-29,39.0,45,14,"CO,NO2,Ozone,PM2.5,SO2",Ozone,LAX Hastings
2018-11-30,48.0,46,15,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-01,55.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (South)
2018-12-02,45.0,50,15,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-12-03,61.0,49,15,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (South)
2018-12-04,54.0,58,17,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-12-05,58.0,43,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-12-06,46.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-12-07,52.0,56,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (South)
2018-12-08,62.0,52,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (South)
2018-12-09,66.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-12-10,68.0,64,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-11,83.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (North)
2018-12-12,80.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-13,82.0,58,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-14,78.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-12-15,134.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-16,91.0,65,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Compton
2018-12-17,64.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2018-12-18,61.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-19,85.0,52,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-20,86.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-21,83.0,50,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-22,102.0,65,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Pico Rivera #2
2018-12-23,121.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2018-12-24,130.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (South)
2018-12-25,51.0,61,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Glendora
2018-12-26,65.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-27,55.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-28,57.0,66,17,"CO,NO2,Ozone,PM2.5,SO2",NO2,Long Beach-Route 710 Near Road
2018-12-29,78.0,55,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-30,97.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2018-12-31,64.0,54,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Compton
2019-01-01,71.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Los Angeles-North Main Street
2019-01-02,93.0,47,15,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2019-01-03,71.0,63,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2019-01-04,87.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2019-01-05,85.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2019-01-06,58.0,56,15,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2019-01-07,57.0,52,15,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2019-01-08,66.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2019-01-09,77.0,61,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Compton
2019-01-10,71.0,51,15,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2019-01-11,92.0,54,15,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2019-01-12,57.0,59,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach (North)
2019-01-13,70.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Long Beach-Route 710 Near Road
2019-01-14,58.0,53,16,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2019-01-15,55.0,64,17,"CO,NO2,Ozone,PM2.5,SO2",PM2.5,Reseda
2019-01-16,38.0,54,16,"CO,NO2,Ozone,PM2.5,SO2",NO2,LAX Hastings
